code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
002209.SZ,2025-03-26,11.33,11.8,11.3,11.69,92139.0,107697685.0,1.0,5.9322,sz,none,baostock,2026-03-26 22:46:56.083721,2026-03-26 22:46:56.083722
002209.SZ,2025-03-27,11.84,11.89,11.31,11.52,63721.0,73262629.0,1.0,4.1025,sz,none,baostock,2026-03-26 22:46:56.083759,2026-03-26 22:46:56.083759
002209.SZ,2025-03-28,11.41,11.98,11.26,11.33,65847.1,75452553.1,1.0,4.2394,sz,none,baostock,2026-03-26 22:46:56.083771,2026-03-26 22:46:56.083771
002209.SZ,2025-03-31,11.18,11.18,10.7,11.03,81392.0,88678594.0,1.0,5.2403,sz,none,baostock,2026-03-26 22:46:56.083781,2026-03-26 22:46:56.083781
002209.SZ,2025-04-01,11.05,11.33,11.05,11.13,54145.11,60596589.89,1.0,3.486,sz,none,baostock,2026-03-26 22:46:56.083791,2026-03-26 22:46:56.083791
002209.SZ,2025-04-02,11.11,11.44,11.08,11.41,64525.0,73200370.0,1.0,4.1543,sz,none,baostock,2026-03-26 22:46:56.083800,2026-03-26 22:46:56.083800
002209.SZ,2025-04-03,11.3,11.42,10.98,11.17,49596.0,55544977.0,1.0,3.1931,sz,none,baostock,2026-03-26 22:46:56.083808,2026-03-26 22:46:56.083808
002209.SZ,2025-04-07,10.5,10.5,10.05,10.05,29575.0,29887531.0,1.0,1.9041,sz,none,baostock,2026-03-26 22:46:56.083816,2026-03-26 22:46:56.083816
002209.SZ,2025-04-08,9.6,9.66,9.05,9.06,128642.0,117998796.0,1.0,8.2823,sz,none,baostock,2026-03-26 22:46:56.083824,2026-03-26 22:46:56.083824
002209.SZ,2025-04-09,8.77,9.5,8.17,9.49,148917.98,133841549.68,1.0,9.5878,sz,none,baostock,2026-03-26 22:46:56.083832,2026-03-26 22:46:56.083832
002209.SZ,2025-04-10,9.73,10.03,9.66,9.67,100706.34,99383730.5,1.0,6.4845,sz,none,baostock,2026-03-26 22:46:56.083839,2026-03-26 22:46:56.083840
002209.SZ,2025-04-11,9.66,9.96,9.54,9.77,64733.0,63728580.0,1.0,4.1682,sz,none,baostock,2026-03-26 22:46:56.083847,2026-03-26 22:46:56.083847
002209.SZ,2025-04-14,9.99,10.19,9.97,10.0,63829.01,64360909.99,1.0,4.1099,sz,none,baostock,2026-03-26 22:46:56.083855,2026-03-26 22:46:56.083855
002209.SZ,2025-04-15,10.1,10.26,9.94,10.16,61620.01,62259661.09,1.0,3.9677,sz,none,baostock,2026-03-26 22:46:56.083863,2026-03-26 22:46:56.083863
002209.SZ,2025-04-16,10.13,10.17,9.71,9.9,54898.01,54549921.89,1.0,3.5349,sz,none,baostock,2026-03-26 22:46:56.083871,2026-03-26 22:46:56.083871
002209.SZ,2025-04-17,9.88,10.05,9.83,9.85,61147.0,60697127.0,1.0,3.9373,sz,none,baostock,2026-03-26 22:46:56.083879,2026-03-26 22:46:56.083879
002209.SZ,2025-04-18,9.89,9.93,9.73,9.88,49596.0,48744417.0,1.0,3.1935,sz,none,baostock,2026-03-26 22:46:56.083887,2026-03-26 22:46:56.083887
002209.SZ,2025-04-21,9.89,10.18,9.8,10.15,59542.0,59862553.0,1.0,3.8339,sz,none,baostock,2026-03-26 22:46:56.083895,2026-03-26 22:46:56.083895
002209.SZ,2025-04-22,10.15,10.26,10.08,10.14,34069.0,34581456.0,1.0,2.1937,sz,none,baostock,2026-03-26 22:46:56.083903,2026-03-26 22:46:56.083903
002209.SZ,2025-04-23,10.26,10.48,10.15,10.45,55986.0,58111094.0,1.0,3.6049,sz,none,baostock,2026-03-26 22:46:56.083910,2026-03-26 22:46:56.083911
002209.SZ,2025-04-24,10.4,10.49,10.01,10.32,48202.09,49772718.43,1.0,3.1037,sz,none,baostock,2026-03-26 22:46:56.083918,2026-03-26 22:46:56.083918
002209.SZ,2025-04-25,11.06,11.14,10.58,10.72,145682.79,157003166.77,1.0,9.3805,sz,none,baostock,2026-03-26 22:46:56.083926,2026-03-26 22:46:56.083926
002209.SZ,2025-04-28,10.73,11.08,10.69,10.86,122839.0,133753466.0,1.0,7.9096,sz,none,baostock,2026-03-26 22:46:56.083934,2026-03-26 22:46:56.083934
002209.SZ,2025-04-29,10.73,11.19,10.73,11.16,95286.0,105453332.0,1.0,6.1355,sz,none,baostock,2026-03-26 22:46:56.083941,2026-03-26 22:46:56.083942
002209.SZ,2025-04-30,11.15,11.56,11.14,11.38,92926.0,105202189.0,1.0,5.9835,sz,none,baostock,2026-03-26 22:46:56.083949,2026-03-26 22:46:56.083949
002209.SZ,2025-05-06,11.58,11.98,11.5,11.88,103700.0,121680828.0,1.0,6.6772,sz,none,baostock,2026-03-26 22:46:56.083957,2026-03-26 22:46:56.083957
002209.SZ,2025-05-07,11.95,12.2,11.83,11.96,114791.09,137654218.81,1.0,7.3914,sz,none,baostock,2026-03-26 22:46:56.083964,2026-03-26 22:46:56.083965
002209.SZ,2025-05-08,11.91,12.35,11.91,12.3,102807.0,125757721.0,1.0,6.6197,sz,none,baostock,2026-03-26 22:46:56.083972,2026-03-26 22:46:56.083972
002209.SZ,2025-05-09,12.21,12.39,12.13,12.27,66457.0,81356821.0,1.0,4.2792,sz,none,baostock,2026-03-26 22:46:56.083979,2026-03-26 22:46:56.083980
