fs_code,trade_date,rzye,rqyl,rzje,rqmcl,rzrqye
,20140424,4020.36,29.74,137.17,24.95,4050.1
,20140423,4027.98,29.37,139.22,25.1,4057.35
,20140422,4023.6,28.57,174.63,29.17,4052.17
,20140421,4020.15,28.2,175.82,24.69,4048.35
,20140418,4020.85,28.62,145.24,21.83,4049.47
,20140417,4029.29,30.41,159.96,21.23,4059.7
,20140416,4023.06,31.14,158.91,24.79,4054.2
,20140415,4016.65,30.35,207.93,20.54,4047.0
,20140414,3996.0,33.08,188.08,22.76,4029.09
,20140411,3973.32,33.5,222.92,32.14,4006.82
,20140410,3971.24,34.11,294.19,40.28,4005.35
,20140409,3938.23,31.77,196.86,24.53,3970.01
,20140408,3921.95,32.5,222.36,41.1,3954.46
,20140404,3913.11,30.11,134.47,22.15,3943.22
,20140403,3927.49,30.52,164.64,25.49,3958.0
,20140402,3914.97,31.42,155.43,29.91,3946.39
,20140401,3919.12,29.29,120.31,20.55,3948.41
,20140331,3926.85,27.83,129.32,21.15,3954.68
,20140328,3931.24,27.55,175.68,25.04,3958.79
,20140327,3947.12,28.96,194.48,31.13,3976.07
,20140326,3939.03,29.71,166.31,21.08,3968.74
,20140325,3924.55,29.33,198.69,26.8,3953.88
,20140324,3907.16,29.25,228.81,31.92,3936.41
,20140321,3889.13,27.16,222.53,40.12,3916.29
,20140320,3885.18,31.31,182.16,25.83,3916.48
,20140319,3883.37,32.38,170.42,21.34,3915.75
,20140318,3862.3,34.05,181.12,21.03,3896.34
,20140317,3845.44,34.18,157.34,21.4,3879.62
,20140314,3836.07,33.33,143.25,21.76,3869.4
,20140313,3844.72,33.99,160.76,33.41,3878.7
,20140312,3838.92,31.28,168.47,33.64,3870.2
,20140311,3848.1,29.89,148.33,31.74,3877.99
,20140310,3857.25,28.58,189.19,27.99,3885.83
,20140307,3870.01,28.61,184.46,27.22,3898.62
,20140306,3884.75,27.47,193.13,33.22,3912.22
,20140305,3877.84,28.0,186.7,25.69,3905.84
,20140304,3863.45,27.32,200.33,29.97,3890.77
,20140303,3853.01,27.1,203.13,28.49,3880.11
,20140228,3837.07,25.69,190.4,31.96,3862.76
,20140227,3845.34,25.85,231.42,37.25,3871.19
,20140226,3850.26,23.23,196.18,29.41,3873.49
,20140225,3842.51,23.65,266.29,31.46,3866.16
,20140224,3851.97,24.66,225.31,32.08,3876.63
,20140221,3839.43,25.88,199.86,24.31,3865.31
,20140220,3841.88,28.41,275.75,32.19,3870.29
,20140219,3822.55,28.73,276.54,35.09,3851.28
,20140218,3794.07,26.39,288.73,28.44,3820.45
,20140217,3752.7,27.32,280.3,28.31,3780.01
,20140214,3715.22,26.22,198.55,21.96,3741.43
,20140213,3712.84,26.7,286.88,33.06,3739.54
,20140212,3676.1,26.22,252.57,27.6,3702.33
,20140211,3632.39,26.34,305.52,33.86,3658.73
,20140210,3576.15,25.15,279.6,28.74,3601.3
,20140207,3518.33,22.73,183.54,19.64,3541.06
,20140130,3472.17,19.88,132.81,10.25,3492.05
,20140129,3521.08,22.51,153.39,14.63,3543.58
,20140128,3539.18,22.92,149.79,17.18,3562.1
,20140127,3543.83,22.95,203.2,19.36,3566.78
,20140124,3530.24,24.18,193.61,23.15,3554.42
,20140123,3531.11,25.54,190.32,19.62,3556.65
,20140122,3518.66,26.42,194.89,27.78,3545.07
,20140121,3509.62,24.92,131.11,18.09,3534.54
,20140120,3507.12,25.0,112.94,18.73,3532.12
,20140117,3497.77,25.48,125.08,19.14,3523.26
,20140116,3491.07,27.53,134.99,23.42,3518.59
,20140115,3486.11,27.34,130.9,20.4,3513.45
,20140114,3478.77,27.03,123.71,22.54,3505.81
,20140113,3477.99,26.33,113.85,24.38,3504.32
,20140110,3480.57,25.75,125.36,21.14,3506.32
,20140109,3480.89,27.38,165.18,25.19,3508.27
,20140108,3467.73,27.75,146.52,24.39,3495.48
,20140107,3456.8,26.66,109.82,20.99,3483.47
,20140106,3452.09,25.86,141.44,23.93,3477.95
,20140103,3446.17,25.63,149.54,19.82,3471.79
,20140102,3448.64,26.17,135.06,17.97,3474.82
,20131231,3435.06,30.41,138.98,27.54,3465.47
,20131230,3433.57,26.08,137.26,17.6,3459.66
,20131227,3405.11,27.25,125.38,23.32,3432.36
,20131226,3403.45,26.38,133.52,21.25,3429.84
,20131225,3392.86,26.79,122.44,20.88,3419.65
,20131224,3378.28,26.93,118.5,21.7,3405.22
,20131223,3373.09,30.75,106.44,22.34,3403.84
,20131220,3371.27,30.26,131.06,23.76,3401.53
,20131219,3365.93,33.21,125.59,22.32,3399.14
,20131218,3358.87,34.58,109.25,19.62,3393.44
,20131217,3355.07,34.31,128.82,23.47,3389.38
,20131216,3346.26,34.04,162.18,23.26,3380.31
,20131213,3340.2,35.45,135.26,18.72,3375.64
,20131212,3337.79,36.76,149.05,21.74,3374.54
,20131211,3327.65,36.13,174.4,20.82,3363.78
,20131210,3318.01,39.82,175.5,23.74,3357.83
,20131209,3306.52,39.43,168.4,24.53,3345.94
,20131206,3289.96,39.25,176.27,23.2,3329.21
,20131205,3291.53,41.85,204.9,28.65,3333.39
,20131204,3271.32,42.52,252.86,37.19,3313.84
,20131203,3246.81,41.55,188.08,29.74,3288.36
,20131202,3235.84,40.69,289.66,40.08,3276.53
,20131129,3234.82,38.51,197.04,20.38,3273.33
,20131128,3227.78,40.09,239.37,31.38,3267.87
,20131127,3215.85,40.22,213.81,30.89,3256.07
,20131126,3197.34,39.73,159.69,23.01,3237.06
,20131125,3180.81,40.46,176.99,26.16,3221.27
,20131122,3167.63,40.2,190.06,25.19,3207.83
,20131121,3169.96,40.95,219.66,29.94,3210.91
,20131120,3155.98,41.76,193.31,25.83,3197.73
,20131119,3132.87,42.14,215.63,26.31,3175.02
,20131118,3111.69,42.9,255.3,42.39,3154.6
,20131115,3085.48,36.65,200.93,33.72,3122.13
,20131114,3079.37,36.68,130.41,25.74,3116.05
,20131113,3076.95,35.35,123.97,21.54,3112.31
,20131112,3089.86,36.17,115.44,24.91,3126.04
,20131111,3096.7,33.72,103.87,22.63,3130.42
,20131108,3099.39,32.62,120.02,22.46,3132.01
,20131107,3107.54,34.93,124.57,22.88,3142.47
,20131106,3106.98,36.13,151.93,26.27,3143.11
,20131105,3104.04,37.0,137.63,26.23,3141.04
,20131104,3096.73,36.82,117.87,21.33,3133.55
,20131101,3087.9,36.16,118.57,27.1,3124.05
,20131031,3109.84,36.07,148.92,26.33,3145.91
,20131030,3111.15,36.95,166.75,33.97,3148.1
,20131029,3105.49,34.58,202.09,40.86,3140.06
,20131028,3127.52,33.7,137.11,25.18,3161.22
,20131025,3121.09,33.26,176.06,27.81,3154.35
,20131024,3123.42,35.55,151.48,27.06,3158.97
,20131023,3113.87,36.49,219.44,33.08,3150.35
,20131022,3113.49,36.71,252.15,26.96,3150.2
,20131021,3097.68,37.46,230.28,31.9,3135.14
,20131018,3068.28,36.03,154.65,26.22,3104.31
,20131017,3074.1,35.26,191.42,26.13,3109.36
,20131016,3067.28,35.24,228.17,26.77,3102.52
,20131015,3063.69,37.59,239.52,26.37,3101.28
,20131014,3030.74,38.08,259.5,28.87,3068.82
,20131011,2992.13,37.44,243.46,33.09,3029.57
,20131010,2968.61,36.34,246.55,27.1,3004.95
,20131009,2928.81,37.08,220.71,26.42,2965.89
,20131008,2885.09,37.79,243.45,29.47,2922.88
,20130930,2827.69,33.76,153.51,17.24,2861.45
,20130927,2859.87,34.86,170.84,23.49,2894.73
,20130926,2865.1,36.31,213.97,27.22,2901.42
,20130925,2850.36,40.15,234.82,28.61,2890.51
,20130924,2829.69,40.27,248.28,28.24,2869.96
,20130923,2798.01,41.9,214.46,28.04,2839.91
,20130918,2757.55,39.21,164.1,26.02,2796.76
,20130917,2768.3,41.23,224.02,29.01,2809.53
,20130916,2742.79,45.05,235.42,30.4,2787.84
,20130913,2702.2,46.1,212.09,28.76,2748.3
,20130912,2687.7,49.62,263.56,38.59,2737.32
,20130911,2646.32,47.49,299.1,35.78,2693.81
,20130910,2626.24,47.38,289.5,36.18,2673.62
,20130909,2582.74,47.71,280.71,41.76,2630.45
,20130906,2540.83,41.57,166.35,24.44,2582.4
,20130905,2532.26,41.78,157.66,20.11,2574.04
,20130904,2513.9,42.54,164.04,22.86,2556.45
,20130903,2503.6,42.29,155.51,26.52,2545.88
,20130902,2505.74,41.8,167.22,24.99,2547.54
,20130830,2485.62,41.11,184.02,27.03,2526.73
,20130829,2499.04,41.32,152.38,19.64,2540.36
,20130828,2480.43,42.62,199.1,27.58,2523.05
,20130827,2451.24,42.93,160.1,22.26,2494.17
,20130826,2426.46,43.72,166.86,27.78,2470.17
,20130823,2409.07,40.77,154.9,25.46,2449.84
,20130822,2410.0,42.75,118.46,21.69,2452.75
,20130821,2404.79,42.53,113.01,21.93,2447.32
,20130820,2389.69,43.28,138.24,28.38,2432.97
,20130819,2379.24,43.03,131.28,29.63,2422.27
,20130816,2373.2,41.88,201.97,38.2,2415.08
,20130815,2362.9,45.56,130.37,20.84,2408.46
,20130814,2354.23,47.87,153.1,24.73,2402.1
,20130813,2348.26,47.84,154.18,22.32,2396.1
,20130812,2329.98,48.99,175.22,31.92,2378.97
,20130809,2327.79,46.54,131.24,23.06,2374.32
,20130808,2325.65,47.38,121.99,20.94,2373.03
,20130807,2307.85,47.95,152.92,25.17,2355.8
,20130806,2301.93,47.36,147.72,24.6,2349.29
,20130805,2293.92,47.78,122.08,21.9,2341.7
,20130802,2282.56,46.02,125.86,20.75,2328.58
,20130801,2290.45,47.95,128.78,25.33,2338.4
,20130731,2285.26,47.9,94.4,22.09,2333.16
,20130730,2286.13,46.25,102.8,25.96,2332.38
,20130729,2287.17,45.41,104.87,23.85,2332.57
,20130726,2280.38,44.04,97.86,20.97,2324.42
,20130725,2285.81,44.73,137.68,27.44,2330.53
,20130724,2285.52,43.08,153.53,27.71,2328.6
,20130723,2272.27,44.12,147.01,30.6,2316.39
,20130722,2262.68,42.36,102.04,25.68,2305.04
,20130719,2249.21,40.93,128.96,29.5,2290.14
,20130718,2259.92,42.56,116.52,22.52,2302.48
,20130717,2242.94,45.42,134.22,26.67,2288.36
,20130716,2237.45,47.43,140.23,27.64,2284.88
,20130715,2214.73,45.9,149.11,29.52,2260.63
,20130712,2199.32,43.74,165.94,25.9,2243.06
,20130711,2188.47,49.96,191.85,36.31,2238.43
,20130710,2192.68,49.71,110.8,24.0,2242.39
,20130709,2185.68,48.39,68.94,19.21,2234.07
,20130708,2189.05,47.86,90.28,22.71,2236.91
,20130705,2196.4,48.26,109.08,23.56,2244.66
,20130704,2200.52,46.79,121.92,28.82,2247.31
,20130703,2198.54,45.13,112.43,27.31,2243.67
,20130702,2188.59,43.41,105.93,28.0,2232.0
,20130701,2184.95,40.31,85.05,27.05,2225.27
,20130628,2188.0,36.76,97.83,34.81,2224.76
,20130627,2206.12,33.3,105.61,32.08,2239.42
,20130626,2224.2,29.42,108.94,35.17,2253.62
,20130625,2219.73,25.45,127.76,43.52,2245.18
,20130624,2273.37,26.65,123.19,34.13,2300.02
,20130621,2298.88,30.27,93.83,28.67,2329.15
,20130620,2306.0,30.88,107.37,22.22,2336.89
,20130619,2295.09,33.79,111.63,27.5,2328.88
,20130618,2279.63,34.0,96.57,23.23,2313.62
,20130617,2268.53,32.49,116.95,22.97,2301.02
,20130614,2244.43,31.09,100.18,21.81,2275.53
,20130613,2246.05,29.35,114.99,23.09,2275.41
,20130607,2232.16,29.68,122.6,21.93,2261.84
,20130606,2247.71,32.63,126.58,18.13,2280.34
,20130605,2238.64,34.31,109.59,19.77,2272.95
,20130604,2227.44,33.38,138.65,20.65,2260.82
,20130603,2207.75,36.3,142.5,20.67,2244.05
,20130531,2180.49,35.77,155.0,18.49,2216.26
,20130530,2166.95,38.9,164.24,21.19,2205.84
,20130529,2139.74,39.17,181.91,23.69,2178.91
,20130528,2114.02,38.98,180.33,30.08,2153.0
,20130527,2098.08,37.17,161.98,19.37,2135.25
,20130524,2065.55,36.3,134.39,19.83,2101.85
,20130523,2050.7,37.76,171.55,24.56,2088.47
,20130522,2018.74,39.37,165.48,22.77,2058.11
,20130521,1993.29,38.45,170.02,19.56,2031.74
,20130520,1957.79,40.35,185.89,26.77,1998.14
,20130517,1927.73,39.19,144.95,24.8,1966.92
,20130516,1926.49,39.4,149.33,28.13,1965.89
,20130515,1907.29,37.96,98.98,17.93,1945.25
,20130514,1889.72,36.38,108.72,18.85,1926.11
,20130513,1866.64,37.94,105.55,19.42,1904.58
,20130510,1842.64,37.37,101.36,18.5,1880.01
,20130509,1835.47,38.67,131.49,19.79,1874.15
,20130508,1811.66,40.25,113.68,20.0,1851.9
,20130507,1801.9,38.07,113.24,21.32,1839.97
,20130506,1786.39,37.12,119.9,21.27,1823.52
,20130503,1759.15,34.83,103.0,23.19,1793.98
,20130502,1762.11,33.43,84.96,19.71,1795.54
,20130426,1749.31,30.93,81.56,16.64,1780.24
,20130425,1765.48,34.6,113.18,23.08,1800.08
,20130424,1758.52,36.32,110.83,26.06,1794.84
,20130423,1745.35,33.99,109.78,18.33,1779.33
,20130422,1727.39,37.65,114.4,17.45,1765.04
,20130419,1699.94,37.93,120.23,27.15,1737.87
,20130418,1695.46,36.57,75.99,20.68,1732.03
,20130417,1686.73,36.44,74.32,20.57,1723.17
,20130416,1673.87,34.5,77.76,24.21,1708.37
,20130415,1670.38,34.51,64.95,18.55,1704.9
,20130412,1667.78,33.67,61.0,15.25,1701.45
,20130411,1669.46,34.23,65.56,15.38,1703.69
,20130410,1662.25,33.74,75.5,21.03,1695.99
,20130409,1658.93,32.15,75.84,21.82,1691.08
,20130408,1648.89,29.32,75.73,20.77,1678.21
,20130403,1632.22,29.85,61.57,18.15,1662.07
,20130402,1635.54,30.29,81.92,22.27,1665.83
,20130401,1629.43,30.53,70.92,17.85,1659.96
,20130329,1616.9,30.35,75.22,21.9,1647.25
,20130328,1621.68,30.54,111.89,24.09,1652.22
,20130327,1611.61,35.72,90.6,21.7,1647.33
,20130326,1597.24,35.12,103.74,20.71,1632.36
,20130325,1581.39,37.46,94.0,18.76,1618.86
,20130322,1564.05,37.44,86.39,17.79,1601.49
,20130321,1553.47,37.78,108.97,21.25,1591.25
,20130320,1539.19,36.48,120.48,31.59,1575.67
,20130319,1528.73,33.15,78.73,22.62,1561.88
,20130318,1520.54,31.89,80.89,22.21,1552.43
,20130315,1509.11,31.53,106.51,29.86,1540.65
,20130314,1502.97,31.48,67.29,21.68,1534.45
,20130313,1494.39,28.76,81.57,22.38,1523.15
,20130312,1475.48,29.99,101.49,24.94,1505.46
,20130311,1481.96,31.02,76.74,21.08,1512.98
,20130308,1468.71,31.08,89.67,23.35,1499.79
,20130307,1464.3,31.14,126.91,28.03,1495.44
,20130306,1449.16,32.89,127.3,25.23,1482.05
,20130305,1429.81,31.49,121.63,31.33,1461.3
,20130304,1411.5,27.71,136.83,24.18,1439.21
,20130301,1383.43,31.37,109.37,21.13,1414.8
,20130228,1369.9,32.87,116.75,29.98,1402.77
,20130227,1365.95,29.21,82.09,23.85,1395.15
,20130226,1358.54,28.81,109.92,24.23,1387.36
,20130225,1337.05,28.69,72.76,17.04,1365.74
,20130222,1323.35,27.45,78.49,17.33,1350.8
,20130221,1323.25,28.83,124.26,22.41,1352.08
,20130220,1304.09,34.48,94.18,18.3,1338.57
,20130219,1294.94,33.63,117.97,16.71,1328.57
,20130218,1262.96,36.02,130.91,16.66,1298.98
,20130208,1217.25,35.75,98.98,14.61,1253.0
,20130207,1243.82,38.73,121.05,18.62,1282.54
,20130206,1225.86,43.56,114.27,18.58,1269.42
,20130205,1205.69,44.14,133.45,23.81,1249.83
,20130204,1189.28,44.96,165.52,25.18,1234.24
,20130201,1156.57,45.99,119.96,23.48,1202.56
,20130131,1151.87,45.36,114.53,18.31,1197.23
,20130130,1131.12,45.94,113.85,20.58,1177.06
,20130129,1107.91,45.25,117.59,22.95,1153.15
,20130128,1086.27,43.2,102.65,25.26,1129.47
,20130125,1071.92,38.48,60.64,15.28,1110.4
,20130124,1071.06,40.24,114.38,25.25,1111.29
,20130123,1069.47,40.85,83.95,18.17,1110.33
,20130122,1053.61,41.26,114.54,22.7,1094.87
,20130121,1032.58,42.23,97.52,19.87,1074.81
,20130118,1010.84,39.67,84.94,19.25,1050.52
,20130117,1011.83,37.91,82.15,17.69,1049.74
,20130116,995.97,39.66,107.25,18.71,1035.63
,20130115,981.51,41.29,117.03,18.84,1022.8
,20130114,963.09,40.03,115.82,23.6,1003.13
,20130111,943.84,36.16,81.14,15.17,980.0
,20130110,937.69,39.93,80.68,17.37,977.62
,20130109,925.53,38.61,82.14,16.63,964.14
,20130108,914.05,38.78,80.55,15.64,952.83
,20130107,899.94,40.67,79.83,16.1,940.61
,20130104,879.0,38.99,103.52,18.47,917.99
,20121231,856.5,38.14,81.64,20.03,894.63
,20121228,861.44,34.64,74.29,19.28,896.07
,20121227,860.45,33.67,77.71,17.27,894.12
,20121226,850.59,34.45,74.02,14.36,885.04
,20121225,841.38,35.11,95.01,22.45,876.49
,20121224,831.42,32.49,54.48,16.55,863.91
,20121221,822.06,31.04,69.42,15.73,853.1
,20121220,810.26,32.29,64.38,17.28,842.55
,20121219,799.44,32.45,56.91,15.07,831.89
,20121218,790.96,32.02,74.83,18.42,822.98
,20121217,779.53,31.52,81.81,16.93,811.05
,20121214,768.54,30.41,82.74,21.09,798.95
,20121213,766.89,29.1,32.55,11.03,795.99
,20121212,763.21,30.5,39.2,13.32,793.72
,20121211,756.33,29.91,44.47,12.63,786.24
,20121210,749.2,30.18,51.21,16.44,779.38
,20121207,747.34,28.05,54.15,17.15,775.39
,20121206,748.19,26.75,38.29,13.38,774.94
,20121205,742.93,26.78,59.93,19.53,769.71
,20121204,741.11,26.19,25.61,12.41,767.3
,20121203,743.37,25.42,25.98,13.37,768.79
,20121130,747.59,23.93,23.92,13.08,771.51
,20121129,751.33,23.15,20.25,12.75,774.47
,20121128,755.4,21.42,20.37,11.18,776.81
,20121127,758.29,21.99,22.87,11.54,780.28
,20121126,760.24,21.61,19.46,9.53,781.85
,20121123,758.65,21.59,21.76,10.95,780.23
,20121122,761.34,20.89,19.75,9.35,782.23
,20121121,761.52,21.0,27.82,13.09,782.52
,20121120,760.04,19.61,21.41,10.3,779.64
,20121119,759.31,19.48,24.3,11.99,778.79
,20121116,756.31,18.87,23.35,10.19,775.18
,20121115,755.95,20.39,22.19,9.58,776.34
,20121114,755.16,20.61,21.58,10.59,775.78
,20121113,754.03,20.03,26.47,10.1,774.06
,20121112,752.65,20.6,25.0,11.45,773.25
,20121109,751.91,18.46,20.83,9.6,770.37
,20121108,754.93,18.6,29.69,10.1,773.52
,20121107,756.69,18.89,29.23,9.58,775.58
,20121106,755.08,18.84,34.08,9.97,773.92
,20121105,751.39,19.26,32.39,8.29,770.65
,20121102,747.84,18.89,33.04,8.1,766.73
,20121101,748.99,18.41,38.05,11.35,767.39
,20121031,752.88,17.24,24.59,9.34,770.12
,20121030,753.15,16.39,23.3,9.05,769.54
,20121029,754.63,15.12,22.77,8.36,769.75
,20121026,749.71,14.28,33.58,7.59,763.99
,20121025,743.62,17.29,32.62,7.97,760.91
,20121024,738.7,18.16,28.93,7.54,756.86
,20121023,735.19,18.28,35.19,7.66,753.46
,20121022,728.68,19.46,33.01,8.25,748.14
,20121019,722.64,18.69,30.26,6.82,741.33
,20121018,725.29,19.74,38.5,10.15,745.03
,20121017,726.03,18.27,29.53,8.63,744.3
,20121016,720.75,17.88,28.81,8.92,738.63
,20121015,719.66,17.21,27.59,7.62,736.87
,20121012,716.87,16.45,29.61,8.77,733.32
,20121011,715.18,16.71,33.32,8.14,731.89
,20121010,708.57,17.63,36.16,7.64,726.2
,20121009,699.63,17.59,41.87,9.8,717.22
,20121008,696.69,15.64,34.59,7.33,712.33
,20120928,685.47,15.2,33.52,10.06,700.68
,20120927,704.53,15.31,34.09,11.21,719.83
