date,open,close,high,low,volume,amount
2025-04-23,7.76,7.58,7.76,7.53,276649,214715298.0
2025-04-24,7.56,7.38,7.6,7.36,194499,147545650.53
2025-04-25,7.37,7.43,7.51,7.37,108291,82049027.55
2025-04-28,7.43,7.31,7.46,7.31,110707,83017113.0
2025-04-29,7.36,7.29,7.38,7.26,93378,69621376.43
2025-04-30,7.26,7.25,7.34,7.23,98305,73074328.2
2025-05-06,7.28,7.4,7.4,7.27,114897,85873971.45
2025-05-07,7.45,7.51,7.64,7.41,223371,170820390.8
2025-05-08,7.45,7.49,7.54,7.43,130096,99255215.9
2025-05-09,7.47,7.35,7.49,7.34,109429,82463392.0
2025-05-12,7.41,7.52,7.59,7.41,150078,114912494.0
2025-05-13,7.66,7.99,8.26,7.58,571148,456071961.62
2025-05-14,7.84,8.36,8.37,7.81,871454,729550818.88
2025-05-15,8.46,8.02,8.79,7.98,699382,592510701.78
2025-05-16,7.97,7.79,8.13,7.77,460670,368963402.18
2025-05-19,8.07,8.58,8.58,8.02,307005,263146497.08
2025-05-20,9.45,8.49,9.45,8.4,1330884,1206859773.62
2025-05-21,8.34,8.66,9.15,8.06,968581,848690951.31
2025-05-22,8.26,8.15,8.52,8.06,702123,584358627.74
2025-05-23,8.06,7.76,8.07,7.76,460723,369926249.15
2025-05-26,7.84,7.84,7.98,7.77,253812,202862273.91
2025-05-27,7.79,7.74,7.8,7.67,241485,189810744.6
2025-05-28,7.74,7.7,7.77,7.67,172030,135035805.93
2025-05-29,7.72,7.83,7.88,7.71,237424,188777252.95
2025-05-30,7.8,7.83,8.06,7.75,267193,214624151.28
2025-06-03,7.73,7.87,7.92,7.73,220108,175891486.4
2025-06-04,7.86,7.87,7.89,7.75,178122,141846675.87
2025-06-05,7.85,7.8,7.9,7.77,142313,113190169.93
2025-06-06,7.83,7.86,7.96,7.78,225199,180862494.75
2025-06-09,7.86,7.85,7.88,7.79,144418,115166789.83
2025-06-10,7.85,8.29,8.44,7.8,596594,492234017.0
2025-06-11,8.15,8.1,8.3,7.99,417554,344231065.7
2025-06-12,8.02,8.02,8.06,7.93,206571,167855511.87
2025-06-13,8.15,8.3,8.36,7.99,484381,403425498.84
2025-06-16,8.15,8.42,8.49,8.08,397353,333894617.42
2025-06-17,8.34,8.29,8.39,8.22,279178,233644507.86
2025-06-18,8.29,8.17,8.35,8.13,185393,153429055.0
2025-06-19,8.11,7.84,8.12,7.79,286234,228791314.0
2025-06-20,7.86,7.85,7.98,7.8,179492,143309155.0
2025-06-23,8.14,8.19,8.24,8.0,325786,267873664.0
2025-06-24,7.97,7.94,8.04,7.92,317903,255753066.05
2025-06-25,7.94,8.04,8.07,7.88,228141,184121384.21
2025-06-26,8.04,7.96,8.05,7.95,170197,137306390.7
2025-06-27,7.96,7.95,7.98,7.9,166439,133470094.0
2025-06-30,7.97,7.97,8.0,7.91,142364,114495949.66
2025-07-01,7.99,8.02,8.04,7.94,165036,133130723.0
2025-07-02,8.07,8.07,8.14,8.0,221028,180089448.17
2025-07-03,8.09,8.21,8.37,8.09,298201,247040995.78
2025-07-04,8.37,8.17,8.4,8.14,306111,256208664.67
2025-07-07,8.14,8.19,8.23,8.09,160464,132527119.54
2025-07-08,8.2,8.2,8.29,8.16,150558,124789142.28
2025-07-09,8.19,8.08,8.21,8.04,192900,158379140.18
2025-07-10,8.04,8.07,8.1,8.04,119790,97600128.7
2025-07-11,8.05,8.08,8.1,8.0,126448,102922872.47
2025-07-14,8.07,8.07,8.11,8.04,99809,81448179.0
2025-07-15,8.08,8.01,8.09,7.92,140650,113459477.9
2025-07-16,8.0,8.07,8.07,7.98,81745,66391318.0
2025-07-17,8.06,8.02,8.09,7.98,86678,70157373.0
2025-07-18,8.01,8.03,8.04,7.97,88302,71357934.0
2025-07-21,8.01,8.11,8.12,8.0,128592,104865243.36
2025-07-22,8.12,8.19,8.19,8.08,159733,131180886.45
2025-07-23,8.19,8.13,8.2,8.12,157578,129833570.1
2025-07-24,8.12,8.25,8.25,8.11,155374,128480557.3
2025-07-25,8.25,8.32,8.4,8.18,240237,201359892.0
2025-07-28,8.34,8.21,8.34,8.19,136924,113994505.0
2025-07-29,8.2,8.17,8.22,8.11,101259,83260909.0
2025-07-30,8.21,8.53,8.8,8.14,462595,395752642.83
2025-07-31,8.5,8.22,8.52,8.21,274336,229679065.28
2025-08-01,8.23,8.21,8.3,8.19,119819,99652196.99
2025-08-04,8.19,8.3,8.42,8.13,140063,117298712.75
2025-08-05,8.34,8.5,8.5,8.3,176126,150036321.23
2025-08-06,8.55,8.37,8.69,8.33,347069,296528913.45
2025-08-07,8.32,8.41,8.41,8.26,193883,163227653.07
2025-08-08,8.37,8.3,8.39,8.29,139377,117093616.0
2025-08-11,8.31,8.31,8.32,8.24,134161,112167883.98
2025-08-12,8.3,8.4,8.48,8.28,218027,184642076.9
2025-08-13,8.35,8.31,8.37,8.25,178859,149654212.46
2025-08-14,8.32,8.09,8.35,8.08,235972,195126322.35
2025-08-15,8.07,8.13,8.13,8.05,127453,104223926.39
2025-08-18,8.11,8.13,8.16,8.11,174965,143674882.54
2025-08-19,8.12,8.23,8.38,8.08,219925,182747067.27
2025-08-20,8.24,8.29,8.36,8.21,166775,139518112.95
2025-08-21,8.29,8.48,8.66,8.22,421860,361216968.74
2025-08-22,8.55,8.53,8.61,8.39,256357,219196153.15
2025-08-25,8.57,8.69,8.76,8.5,293237,255344662.71
2025-08-26,8.8,8.89,8.95,8.68,328503,293011231.95
2025-08-27,8.83,8.64,9.02,8.56,297886,264486417.88
2025-08-28,8.61,9.03,9.07,8.42,347390,304939793.47
2025-08-29,9.03,8.77,9.09,8.72,284673,255224628.06
2025-09-01,8.82,8.67,8.85,8.62,169403,148763386.06
2025-09-02,8.67,8.73,8.82,8.54,193290,169218292.3
2025-09-03,8.71,8.4,8.75,8.37,154225,132826685.0
2025-09-04,8.46,8.44,8.51,8.29,142373,120974465.0
2025-09-05,8.44,8.5,8.5,8.32,102634,87370757.4
2025-09-08,8.51,8.68,8.76,8.51,174195,152589072.0
2025-09-09,8.68,8.55,8.68,8.48,109366,94511791.76
2025-09-10,8.57,8.51,8.59,8.45,75360,64709691.24
2025-09-11,8.57,8.65,8.65,8.48,108277,93719801.49
2025-09-12,8.68,8.72,8.92,8.62,155272,137114267.96
2025-09-15,8.71,8.44,8.75,8.39,197916,169754487.48
2025-09-16,8.46,8.51,8.52,8.42,109950,94078058.97
2025-09-17,8.48,8.42,8.59,8.4,148923,127266332.49
2025-09-18,8.42,8.2,8.43,8.14,207060,173262364.45
2025-09-19,8.26,8.35,8.41,8.2,128978,108340744.0
2025-09-22,8.35,8.25,8.35,8.19,91769,76290009.0
2025-09-23,8.23,8.27,8.32,8.13,135066,112079208.0
2025-09-24,8.22,8.32,8.41,8.19,122187,102455908.75
2025-09-25,8.3,8.14,8.3,8.11,146392,120847575.42
2025-09-26,8.13,8.18,8.34,8.05,132344,109590562.79
2025-09-29,8.15,8.12,8.17,8.02,95416,77958524.32
2025-09-30,8.11,8.12,8.17,8.1,82600,67777671.5
2025-10-09,8.11,8.13,8.16,8.02,115814,94572811.11
2025-10-10,8.13,8.35,8.42,8.09,180195,151121358.27
2025-10-13,8.22,8.34,8.35,8.15,160198,133772378.4
2025-10-14,8.36,8.45,8.51,8.31,216123,183853946.2
2025-10-15,8.41,8.38,8.44,8.28,146258,123245455.12
2025-10-16,8.41,8.43,8.49,8.37,139415,118667636.6
2025-10-17,8.42,9.28,9.28,8.37,638017,584434784.1
2025-10-20,9.44,9.84,10.22,9.29,1421585,1429677956.91
2025-10-21,9.71,9.96,10.03,9.27,931328,908123774.1
2025-10-22,9.96,9.51,10.02,9.51,554459,539463405.36
2025-10-23,9.71,10.21,10.46,9.56,885264,896178783.74
2025-10-24,10.32,10.56,11.07,10.09,1069326,1130117769.84
2025-10-27,10.52,10.37,11.4,10.05,1212597,1279256208.03
2025-10-28,10.59,11.41,11.41,10.53,393855,440914222.24
2025-10-29,12.47,11.04,12.47,10.87,1284844,1479367557.79
2025-10-30,10.86,10.29,10.92,10.27,867765,914934351.01
2025-10-31,10.34,10.42,10.76,10.11,692951,723406012.6
2025-11-03,10.22,10.28,10.73,10.1,567544,595294427.41
2025-11-04,10.17,10.97,11.31,10.13,777700,849738857.87
2025-11-05,10.75,11.64,11.97,10.74,1210863,1366712587.14
2025-11-06,11.35,10.47,11.36,10.47,918401,991687137.95
2025-11-07,10.66,10.82,10.99,10.49,713769,768468860.79
2025-11-10,10.6,10.84,11.07,10.42,674013,727942145.55
2025-11-11,10.8,10.86,10.97,10.68,445512,484282295.76
2025-11-12,10.84,10.77,11.24,10.63,380861,414950142.47
2025-11-13,10.75,11.08,11.26,10.56,684009,759422568.38
2025-11-14,11.05,11.48,11.66,10.98,762311,869394859.11
2025-11-17,11.78,12.63,12.63,11.69,736167,894872249.53
2025-11-18,12.64,11.55,12.88,11.48,1003106,1207052482.23
2025-11-19,11.74,11.16,11.85,11.09,522445,593136377.06
2025-11-20,11.13,10.97,11.31,10.85,401264,444171372.32
2025-11-21,10.75,10.15,10.97,10.07,536198,558685846.14
2025-11-24,10.33,10.06,10.34,9.87,353935,356903946.61
2025-11-25,10.09,10.56,10.61,10.0,330615,344876197.19
2025-11-26,10.5,10.41,10.63,10.35,256661,269582758.18
2025-11-27,10.39,10.16,10.45,10.12,205883,211155407.6
2025-11-28,10.19,10.78,10.9,10.08,404258,429223426.44
2025-12-01,10.77,10.71,10.85,10.62,318045,341582487.1
2025-12-02,10.63,10.91,11.07,10.57,536776,585038081.84
2025-12-03,10.83,11.03,11.29,10.73,580728,641509764.91
2025-12-04,11.0,10.88,11.39,10.88,535758,595581614.6
2025-12-05,10.93,11.97,11.97,10.86,768496,877437602.8
2025-12-08,11.97,13.17,13.17,11.87,1085349,1355139735.61
2025-12-09,13.97,14.49,14.49,13.77,667628,961619627.62
2025-12-10,15.93,15.94,15.94,15.06,1449943,2288576749.36
2025-12-11,16.37,15.17,16.97,14.83,1559660,2481786485.93
2025-12-12,15.13,13.85,15.22,13.66,1310686,1864830374.34
2025-12-15,14.07,14.12,15.24,13.8,1474367,2140258134.9
2025-12-16,14.14,12.97,14.15,12.92,979542,1306085503.5
2025-12-17,12.96,12.81,13.05,12.6,649986,833601263.03
2025-12-18,12.86,12.62,13.02,12.5,624069,795625951.41
2025-12-19,12.52,13.14,13.52,12.48,806508,1059762748.68
2025-12-22,13.17,13.4,13.64,12.88,717297,958143727.49
2025-12-23,13.41,13.68,14.34,13.2,985534,1355331207.39
2025-12-24,13.43,14.17,14.34,13.35,799260,1120793668.35
2025-12-25,14.32,14.14,14.95,13.88,927542,1335991869.63
2025-12-26,13.89,14.33,14.41,13.7,802751,1131921386.9
2025-12-29,14.24,14.59,15.08,13.7,843916,1221883041.6
2025-12-30,14.77,13.83,14.77,13.77,744935,1050103424.62
2025-12-31,13.46,13.04,13.57,12.86,591341,775861071.04
2026-01-05,12.89,12.76,13.15,12.65,451529,579796935.35
2026-01-06,12.73,12.85,12.93,12.73,333213,428209735.71
2026-01-07,13.0,14.14,14.14,13.0,711009,975379039.73
2026-01-08,14.37,14.16,14.77,14.07,837264,1204838283.12
2026-01-09,13.97,13.95,14.25,13.8,546833,765430231.58
2026-01-12,13.95,14.12,14.33,13.85,547468,773020776.28
2026-01-13,14.12,13.9,14.82,13.79,749216,1076468326.98
2026-01-14,13.9,13.42,13.93,13.23,594581,811486402.09
2026-01-15,13.28,12.88,13.4,12.79,383417,499891606.39
2026-01-16,12.96,12.85,13.1,12.71,267612,345514364.02
2026-01-19,12.95,13.57,13.85,12.89,510732,689896601.58
2026-01-20,13.44,12.89,13.44,12.79,377827,493028863.61
2026-01-21,12.79,12.81,12.93,12.41,213840,273615178.5
2026-01-22,12.81,13.0,13.02,12.81,190427,246916712.64
2026-01-23,13.03,13.31,13.43,12.94,288186,382198946.03
2026-01-26,13.31,12.91,13.32,12.85,261035,339928894.61
2026-01-27,12.95,13.24,13.41,12.62,360181,473400058.42
2026-01-28,13.39,13.33,13.67,13.14,300773,401864884.58
2026-01-29,13.22,12.91,13.37,12.82,289102,377942157.34
2026-01-30,12.8,12.62,12.99,12.45,235111,298621192.36
2026-02-02,12.57,12.18,12.74,12.17,198345,246961025.72
2026-02-03,12.27,12.45,12.48,12.21,157268,195138233.7
2026-02-04,12.43,12.52,12.71,12.32,145031,181873943.07
2026-02-05,12.75,13.13,13.45,12.75,588414,777387498.34
2026-02-06,12.84,12.49,12.86,12.24,432059,538842018.04
2026-02-09,12.45,12.5,12.59,12.44,189343,237370501.01
2026-02-10,12.5,12.32,12.51,12.27,151761,187550070.68
2026-02-11,12.32,12.26,12.37,12.22,109478,134761596.57
2026-02-12,12.26,12.2,12.38,12.1,127499,156333974.82
2026-02-13,12.17,12.19,12.33,12.16,83935,102993035.73
2026-02-24,12.41,12.27,12.46,12.24,148451,183508370.24
2026-02-25,12.22,12.39,12.62,12.15,237213,296063915.2
2026-02-26,12.37,12.52,12.7,12.29,183094,229541204.97
2026-02-27,12.45,12.71,12.77,12.35,251078,317202835.76
2026-03-02,12.67,13.46,13.75,12.66,547975,718588391.62
2026-03-03,13.33,13.76,14.65,13.0,782952,1074349926.55
2026-03-04,13.28,12.96,13.47,12.38,504558,648383818.89
2026-03-05,12.8,12.56,12.96,12.51,315863,400918364.23
2026-03-06,12.55,12.72,12.76,12.35,198737,250546294.33
2026-03-09,12.66,12.3,12.9,12.19,252043,312351752.91
2026-03-10,12.32,12.4,12.55,12.32,136091,168934124.5
2026-03-11,12.38,12.17,12.38,12.11,174201,212383887.3
2026-03-12,12.15,11.9,12.18,11.8,179427,214755910.35
2026-03-13,11.82,11.7,11.95,11.7,123493,145977783.87
2026-03-16,11.8,11.96,12.05,11.75,136286,162479020.21
2026-03-17,11.95,11.47,11.96,11.46,168045,196558359.95
2026-03-18,11.46,11.42,11.51,11.21,131555,149260514.4
2026-03-19,11.37,11.05,11.4,10.99,145967,162748719.0
2026-03-20,11.05,10.94,11.29,10.91,125666,139536479.99
2026-03-23,10.76,10.45,10.85,10.35,191865,203564904.13
2026-03-24,10.64,10.77,10.79,10.49,145321,154793927.95
2026-03-25,10.85,10.9,10.91,10.77,29095,31566679.0
