date,open,close,high,low,volume,amount
2025-01-17,6.63,6.32,6.88,6.21,3156133,2061852525.45
2025-01-20,6.25,5.96,6.31,5.86,2062806,1244191030.12
2025-01-21,5.88,5.57,5.9,5.56,1691916,958631640.02
2025-01-22,5.5,5.12,5.5,5.12,1490682,782657647.26
2025-01-23,5.17,4.97,5.31,4.97,1318448,675530017.86
2025-01-24,4.88,5.03,5.22,4.76,1428637,706864041.82
2025-01-27,4.9,4.54,4.94,4.53,1208857,568221862.69
2025-02-05,4.5,4.59,4.67,4.46,727339,333392904.66
2025-02-06,4.56,4.89,4.99,4.42,1509745,706834261.03
2025-02-07,4.8,4.85,4.98,4.76,1393776,679267166.63
2025-02-10,4.83,4.96,4.98,4.83,1193239,588094401.79
2025-02-11,4.98,4.89,5.08,4.87,1096318,543435388.08
2025-02-12,4.87,5.03,5.06,4.81,1207980,601747530.54
2025-02-13,5.03,5.11,5.27,4.93,1675085,854052218.52
2025-02-14,5.02,4.94,5.06,4.92,941833,467923133.08
2025-02-17,5.0,5.04,5.13,4.97,892752,449958897.2
2025-02-18,4.99,4.77,5.03,4.75,920923,449445883.01
2025-02-19,4.74,4.86,4.88,4.72,685887,329520581.36
2025-02-20,4.86,4.89,5.0,4.86,702146,345609414.81
2025-02-21,4.96,5.38,5.38,4.96,1479722,786202958.39
2025-02-24,5.47,5.47,5.75,5.39,2967047,1643630184.15
2025-02-25,5.37,5.36,5.52,5.21,1662629,886811408.82
2025-02-26,5.33,5.56,5.7,5.27,1891205,1031179059.39
2025-02-27,5.53,5.71,5.83,5.47,1925887,1090651957.8
2025-02-28,5.69,5.24,5.69,5.14,1298183,700357401.32
2025-03-03,5.14,5.76,5.76,4.99,2063056,1144047275.47
2025-03-04,5.9,5.8,6.11,5.67,3604293,2130653071.1
2025-03-05,5.59,5.5,5.66,5.44,1963004,1084290231.04
2025-03-06,5.46,5.55,5.7,5.45,1716563,955249626.0
2025-03-07,5.45,5.37,5.55,5.3,1255759,679292671.35
2025-03-10,5.38,5.42,5.48,5.34,752263,406813954.19
2025-03-11,5.3,5.42,5.47,5.27,654883,353228533.0
2025-03-12,5.46,5.48,5.6,5.39,1086109,599056821.09
2025-03-13,5.49,5.26,5.51,5.25,852417,453358405.04
2025-03-14,5.23,5.3,5.35,5.14,693078,365410252.54
2025-03-17,5.3,5.34,5.45,5.28,640837,344009582.18
2025-03-18,5.32,5.33,5.45,5.26,683505,365439477.52
2025-03-19,5.3,5.19,5.31,5.18,586063,306194930.12
2025-03-20,5.23,5.14,5.24,5.14,473307,245148830.36
2025-03-21,5.13,5.02,5.15,4.98,626125,315642925.88
2025-03-24,4.95,4.85,5.0,4.72,637069,308334193.28
2025-03-25,4.83,4.76,4.83,4.75,320058,153045426.04
2025-03-26,4.76,4.84,4.9,4.72,503648,241764753.36
2025-03-27,4.8,4.75,4.82,4.72,280054,133516162.0
2025-03-28,4.8,4.75,4.84,4.75,282083,134659303.52
2025-03-31,4.71,4.61,4.71,4.56,356378,164207154.6
2025-04-01,4.61,4.56,4.67,4.56,342778,158182635.92
2025-04-02,4.55,4.55,4.57,4.51,270234,122755568.4
2025-04-03,4.5,4.55,4.66,4.48,359596,163742071.68
2025-04-07,4.11,4.1,4.28,4.1,371045,153031024.0
2025-04-08,3.87,3.84,4.05,3.71,648653,250477669.81
2025-04-09,4.22,4.22,4.22,4.12,784355,330447902.2
2025-04-10,4.26,4.64,4.64,4.22,699777,315231748.32
2025-04-11,4.72,5.1,5.1,4.67,1608584,784702331.25
2025-04-14,5.33,5.28,5.6,5.0,2328823,1217997349.46
2025-04-15,4.99,5.68,5.77,4.98,2730562,1490436515.66
2025-04-16,5.41,5.28,5.54,5.17,1722564,923186368.82
2025-04-17,5.18,5.07,5.34,5.06,1149027,594914449.23
2025-04-18,5.1,4.86,5.14,4.84,1111476,545995613.44
2025-04-21,4.85,5.02,5.08,4.79,811018,402634660.36
2025-04-22,4.98,4.92,5.06,4.92,598533,297875959.0
2025-04-23,4.95,4.89,5.06,4.87,594779,293805502.65
2025-04-24,4.87,4.8,4.88,4.78,551756,265775996.6
2025-04-25,4.79,4.93,5.03,4.76,778376,383800465.44
2025-04-28,4.93,4.87,5.0,4.86,488327,240784322.0
2025-04-29,4.92,4.95,5.03,4.84,604073,298882489.0
2025-04-30,5.36,5.45,5.45,5.26,622560,337072501.88
2025-05-06,5.88,5.57,5.88,5.5,2227974,1252257300.72
2025-05-07,5.58,5.41,5.69,5.33,1709916,940181254.7
2025-05-08,5.41,5.38,5.47,5.35,946154,511056381.03
2025-05-09,5.34,5.39,5.5,5.25,1130784,607661663.7
2025-05-12,5.4,5.32,5.45,5.27,767066,407317017.8
2025-05-13,5.36,5.3,5.47,5.28,779206,418022221.3
2025-05-14,5.27,5.33,5.37,5.2,619936,329339659.12
2025-05-15,5.31,5.21,5.38,5.21,533647,281204093.76
2025-05-16,5.2,5.2,5.25,5.15,401074,209105711.47
2025-05-19,5.26,5.34,5.36,5.23,793829,422234896.21
2025-05-20,5.31,5.39,5.44,5.28,815156,437417128.52
2025-05-21,5.5,5.35,5.65,5.35,1135847,623007910.69
2025-05-22,5.21,5.07,5.26,5.05,945570,486678587.0
2025-05-23,5.09,4.95,5.13,4.95,569015,285511763.83
2025-05-26,4.96,4.99,5.01,4.92,312094,155406558.02
2025-05-27,4.97,4.96,4.99,4.91,290529,143880164.53
2025-05-28,4.95,4.92,4.98,4.89,294111,144669441.4
2025-05-29,4.9,5.02,5.02,4.89,400419,199219313.97
2025-05-30,4.98,4.92,4.98,4.89,293077,144116795.0
2025-06-03,4.88,4.9,4.94,4.86,204568,100184673.68
2025-06-04,4.9,4.9,4.93,4.88,257024,125971200.18
2025-06-05,4.91,4.94,4.94,4.86,279247,137207657.96
2025-06-06,4.93,4.93,4.97,4.89,259718,127916907.64
2025-06-09,4.93,5.02,5.05,4.92,405592,202940640.0
2025-06-10,5.0,4.93,5.01,4.86,393396,193839940.0
2025-06-11,4.65,4.82,4.87,4.65,538806,258528076.35
2025-06-12,4.79,4.79,4.82,4.77,265124,127019768.52
2025-06-13,4.72,4.71,4.77,4.67,317089,149395968.88
2025-06-16,4.67,4.7,4.72,4.67,185211,86978984.6
2025-06-17,4.67,4.71,4.75,4.67,186586,87889999.0
2025-06-18,4.69,4.7,4.72,4.66,188090,88213548.6
2025-06-19,4.7,4.62,4.73,4.61,264977,123502984.0
2025-06-20,4.6,4.56,4.65,4.55,205449,94355113.2
2025-06-23,4.52,4.61,4.62,4.49,239045,109081676.87
2025-06-24,4.62,5.07,5.07,4.61,620734,311132332.03
2025-06-25,5.07,5.16,5.38,5.02,1818364,935795702.83
2025-06-26,5.07,5.05,5.14,5.02,843289,427406180.95
2025-06-27,5.04,5.1,5.12,5.02,638780,324947768.76
2025-06-30,5.12,5.16,5.19,5.1,695809,357880314.6
2025-07-01,5.2,5.14,5.23,5.11,512273,264462682.09
2025-07-02,5.12,5.09,5.16,5.07,440708,225034532.12
2025-07-03,5.08,5.2,5.32,5.07,959936,499262131.04
2025-07-04,5.19,5.22,5.31,5.12,839589,437435828.39
2025-07-07,5.29,5.21,5.3,5.18,531475,277249078.68
2025-07-08,5.22,5.31,5.38,5.15,833603,440996818.73
2025-07-09,5.28,5.21,5.33,5.18,589518,309185875.2
2025-07-10,5.19,5.27,5.34,5.17,600355,315021253.0
2025-07-11,5.29,5.32,5.34,5.22,661951,350502560.91
2025-07-14,5.33,5.25,5.4,5.23,515469,272444931.0
2025-07-15,5.15,4.98,5.15,4.98,862527,434668613.56
2025-07-16,4.99,5.02,5.09,4.98,383286,193038752.65
2025-07-17,5.01,5.04,5.05,5.0,310643,156065649.0
2025-07-18,5.04,5.02,5.06,4.98,313732,157188934.0
2025-07-21,5.03,5.04,5.04,5.0,295657,148554796.0
2025-07-22,5.06,4.99,5.07,4.94,438767,218566430.0
2025-07-23,4.99,4.92,5.01,4.91,399960,198038784.0
2025-07-24,4.89,4.98,4.98,4.88,319757,158408683.35
2025-07-25,4.97,4.95,4.99,4.93,244071,120821261.0
2025-07-28,4.96,4.94,4.98,4.93,242750,120029720.14
2025-07-29,4.94,4.91,4.94,4.86,309404,151303695.3
2025-07-30,4.92,5.0,5.1,4.88,819875,409230544.01
2025-07-31,4.95,4.83,4.99,4.81,640943,311809684.15
2025-08-01,4.83,4.85,4.93,4.8,286413,139365319.41
2025-08-04,4.81,4.84,4.85,4.75,194454,93729673.0
2025-08-05,4.83,4.91,4.95,4.82,356199,174051924.68
2025-08-06,4.89,4.9,4.91,4.85,223258,109015947.59
2025-08-07,4.91,4.99,5.08,4.88,673058,336435131.83
2025-08-08,4.97,4.93,5.03,4.92,311073,154138589.0
2025-08-11,4.93,5.42,5.42,4.91,2418812,1284133871.74
2025-08-12,5.4,5.31,5.42,5.27,1901312,1013304562.21
2025-08-13,5.41,5.49,5.53,5.3,1784646,971839620.77
2025-08-14,5.45,5.34,5.49,5.3,994918,535192345.2
2025-08-15,5.35,5.33,5.46,5.3,917188,490699815.17
2025-08-18,5.36,5.47,5.65,5.34,1623010,895080477.47
2025-08-19,5.43,5.51,5.62,5.42,1251359,693783746.74
2025-08-20,5.55,5.62,5.67,5.48,1182867,661047982.68
2025-08-21,5.63,5.56,5.7,5.51,976036,545154031.84
2025-08-22,5.55,5.56,5.62,5.51,670062,371152142.18
2025-08-25,5.75,6.12,6.12,5.66,1749624,1035836163.58
2025-08-26,6.28,6.17,6.5,6.12,3054681,1906061262.58
2025-08-27,6.14,5.89,6.21,5.88,1730608,1047863778.96
2025-08-28,5.92,5.96,6.01,5.7,1175668,690247869.79
2025-08-29,5.96,5.71,5.98,5.67,991212,570831777.21
2025-09-01,5.76,5.79,5.84,5.72,642164,371085310.68
2025-09-02,5.83,5.57,5.85,5.52,730203,410175688.0
2025-09-03,5.59,5.41,5.65,5.37,653533,360702574.48
2025-09-04,5.41,5.43,5.57,5.33,664532,363763960.51
2025-09-05,5.39,5.49,5.5,5.28,591964,319958426.29
2025-09-08,5.5,5.44,5.53,5.39,480759,261877690.74
2025-09-09,5.42,5.29,5.43,5.26,462615,245921984.2
2025-09-10,5.28,5.3,5.34,5.25,310920,164723956.2
2025-09-11,5.3,5.4,5.43,5.22,469062,250762482.76
2025-09-12,5.51,5.53,5.72,5.5,1019125,570257544.83
2025-09-15,5.61,5.58,5.68,5.52,650686,363241143.93
2025-09-16,5.53,5.61,5.62,5.5,512764,285366579.7
2025-09-17,5.6,5.54,5.6,5.51,414001,229322321.86
2025-09-18,5.54,5.57,5.78,5.5,1046643,591335401.27
2025-09-19,5.6,5.59,5.72,5.54,678112,380530667.8
2025-09-22,5.6,5.52,5.63,5.46,557462,308658857.92
2025-09-23,5.52,5.36,5.54,5.25,654966,350004534.02
2025-09-24,5.36,5.46,5.47,5.27,457529,247125733.33
2025-09-25,5.46,5.33,5.46,5.33,362751,194836379.18
2025-09-26,5.33,5.21,5.33,5.18,436101,228403960.64
2025-09-29,5.18,5.21,5.22,5.07,355297,183302183.2
2025-09-30,5.22,5.27,5.37,5.2,365608,192595950.91
2025-10-09,5.36,5.42,5.54,5.36,572526,311370760.96
2025-10-10,5.4,5.28,5.41,5.27,406693,215942309.91
2025-10-13,5.09,5.2,5.22,5.04,347868,178752503.73
2025-10-14,5.25,5.11,5.26,5.1,320529,165522150.57
2025-10-15,5.12,5.14,5.15,5.08,223050,114276191.8
2025-10-16,5.14,5.08,5.14,5.07,233245,118783047.16
2025-10-17,5.08,4.97,5.11,4.96,301704,151332726.16
2025-10-20,5.04,5.0,5.06,4.98,174072,87058509.1
2025-10-21,4.99,5.5,5.5,4.97,648167,344241066.22
2025-10-22,5.37,5.38,5.6,5.33,1101953,602402044.36
2025-10-23,5.7,5.56,5.76,5.5,1310577,736187784.71
2025-10-24,5.5,5.61,5.69,5.43,1070908,599263799.6
2025-10-27,5.61,5.92,6.17,5.55,1925840,1116528111.7
2025-10-28,5.72,5.67,5.82,5.63,1306379,745376035.83
2025-10-29,5.63,5.57,5.64,5.53,687366,382887992.64
2025-10-30,5.52,5.44,5.59,5.43,645858,354798086.19
2025-10-31,5.4,5.41,5.46,5.38,415283,224927633.44
2025-11-03,5.42,5.48,5.49,5.34,413634,224648194.78
2025-11-04,5.48,5.49,5.55,5.41,471243,257676624.87
2025-11-05,5.44,5.51,5.55,5.41,452072,248710371.34
2025-11-06,5.51,5.51,5.55,5.47,339761,187116547.13
2025-11-07,5.47,5.44,5.55,5.43,397879,218519719.36
2025-11-10,5.49,5.61,5.61,5.46,649934,361367807.08
2025-11-11,5.62,5.64,5.74,5.61,666432,377172578.45
2025-11-12,5.6,5.64,5.69,5.51,536683,300347895.17
2025-11-13,5.6,5.61,5.65,5.55,417109,234356880.19
2025-11-14,5.58,5.53,5.63,5.53,365906,203892753.62
2025-11-17,5.48,5.54,5.55,5.42,411506,225807051.59
2025-11-18,5.54,5.38,5.56,5.36,463069,251376017.63
2025-11-19,5.36,5.21,5.38,5.16,468892,245142370.12
2025-11-20,5.21,5.19,5.26,5.17,236084,123012993.78
2025-11-21,5.15,5.03,5.2,5.02,352647,179408067.72
2025-11-24,5.05,5.15,5.18,5.0,275538,140657675.72
2025-11-25,5.17,5.16,5.2,5.14,277268,143247386.0
2025-11-26,5.12,5.16,5.27,5.09,345654,178354530.62
2025-11-27,5.12,5.11,5.18,5.1,237266,122069186.26
2025-11-28,5.12,5.2,5.2,5.11,254446,131630170.38
2025-12-01,5.3,5.37,5.45,5.27,541047,290615973.93
2025-12-02,5.35,5.3,5.35,5.28,248368,131854171.0
2025-12-03,5.29,5.23,5.31,5.2,211130,110738724.0
2025-12-04,5.21,5.18,5.26,5.14,176387,91444062.24
2025-12-05,5.18,5.21,5.22,5.13,166918,86571006.54
2025-12-08,5.24,5.15,5.25,5.13,314446,162551544.64
2025-12-09,5.15,5.26,5.43,5.1,580605,306538219.44
2025-12-10,5.3,5.37,5.41,5.21,548463,292148377.59
2025-12-11,5.31,5.16,5.34,5.15,367013,191335816.0
2025-12-12,5.12,5.17,5.2,5.12,171815,88814921.28
2025-12-15,5.13,5.12,5.16,5.06,190456,97414570.18
2025-12-16,5.08,5.14,5.27,5.06,220637,113353474.06
2025-12-17,5.1,5.22,5.26,5.06,315449,162649039.81
2025-12-18,5.15,5.14,5.2,5.13,168985,87260215.0
2025-12-19,5.17,5.2,5.2,5.14,181885,94214375.74
2025-12-22,5.18,5.22,5.25,5.18,193375,100866433.4
2025-12-23,5.18,5.1,5.18,5.08,272910,139460342.04
2025-12-24,5.1,5.14,5.17,5.08,193285,99009434.64
2025-12-25,5.13,5.11,5.14,5.1,166494,85121607.5
2025-12-26,5.1,5.09,5.13,5.07,208102,106020379.24
2025-12-29,5.05,5.01,5.05,4.99,310263,155580909.17
2025-12-30,5.01,5.01,5.03,5.0,173611,86971906.64
2025-12-31,5.02,4.97,5.03,4.97,185957,92730237.0
2026-01-05,4.97,5.04,5.04,4.91,312997,155859164.58
2026-01-06,5.04,5.14,5.26,5.0,513556,262151478.7
2026-01-07,5.15,5.06,5.19,5.06,331603,169073589.0
2026-01-08,5.06,5.07,5.09,5.04,215314,109129888.0
2026-01-09,5.06,5.07,5.09,5.03,243400,123240774.08
2026-01-12,5.08,5.13,5.16,5.06,495512,252573151.34
2026-01-13,5.15,5.07,5.15,5.05,341588,173644573.6
2026-01-14,5.06,5.06,5.12,5.04,393761,199920732.47
2026-01-15,5.01,4.98,5.01,4.96,345480,172106053.06
2026-01-16,4.98,5.11,5.2,4.96,531150,269943337.74
2026-01-19,5.06,5.07,5.12,5.04,289377,146841539.2
2026-01-20,5.06,5.1,5.14,5.05,318891,162476613.02
2026-01-21,5.07,5.19,5.4,5.05,640095,335105419.21
2026-01-22,5.27,5.17,5.3,5.15,425408,220678345.06
2026-01-23,5.15,5.16,5.17,5.12,339496,174790366.86
2026-01-26,5.16,5.06,5.18,5.06,301447,153566121.0
2026-01-27,5.06,5.09,5.11,4.99,271874,137360176.54
2026-01-28,5.1,5.06,5.15,5.05,250341,127471197.6
2026-01-29,5.03,5.01,5.08,5.0,262252,131969678.35
2026-01-30,4.99,4.98,5.02,4.96,262346,130754261.36
2026-02-02,4.48,4.48,4.48,4.48,93358,41824384.0
2026-02-03,4.03,4.03,4.03,4.03,75962,30612686.0
2026-02-04,3.63,3.83,3.96,3.63,2115136,787480658.95
2026-02-05,3.74,3.57,3.76,3.51,1334089,485479380.4
2026-02-06,3.5,3.68,3.74,3.45,1081770,390090920.44
2026-02-09,3.73,4.05,4.05,3.7,1032093,403824423.5
2026-02-10,4.12,4.02,4.21,4.0,1181810,481589076.87
2026-02-11,4.03,3.91,4.07,3.9,602443,238988668.94
2026-02-12,3.92,3.75,3.94,3.74,567319,215302478.14
2026-02-13,3.75,3.94,4.13,3.74,1282934,513760572.81
2026-02-24,4.02,3.9,4.02,3.8,894588,348677222.11
2026-02-25,3.91,3.92,3.97,3.85,487903,191528357.87
2026-02-26,3.92,3.85,3.93,3.83,374969,145269399.92
2026-02-27,3.86,3.82,3.87,3.79,351552,134050837.14
2026-03-02,3.75,3.67,3.78,3.66,423309,156618070.4
2026-03-03,3.67,3.5,3.7,3.49,437479,156883205.0
2026-03-04,3.47,3.46,3.54,3.44,344281,119856462.24
2026-03-05,3.53,3.55,3.73,3.53,539087,193404855.18
2026-03-06,3.51,3.54,3.54,3.47,332412,116420812.72
2026-03-09,3.45,3.45,3.48,3.37,466445,159260042.6
2026-03-10,3.48,3.51,3.53,3.47,330697,115709152.11
2026-03-11,3.51,3.48,3.53,3.46,322958,112663715.0
2026-03-12,3.47,3.39,3.5,3.37,384511,131081479.4
2026-03-13,3.37,3.3,3.37,3.3,391390,130251625.76
2026-03-16,3.28,3.38,3.38,3.27,348511,115683502.88
2026-03-17,3.4,3.39,3.54,3.36,555831,191893050.5
2026-03-18,3.37,3.37,3.39,3.3,325288,108743961.12
2026-03-19,3.31,3.26,3.35,3.26,334856,110491212.0
2026-03-20,3.27,3.21,3.34,3.17,377713,122677589.26
2026-03-23,3.13,3.01,3.15,2.99,384405,118084239.44
2026-03-24,3.06,3.17,3.18,3.01,409713,127009262.06
2026-03-25,3.18,3.26,3.26,3.17,78317,25185846.6
