fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002365.SZ,20250702,20250709,1.0,0,0,0.003472222222
002365.SZ,20240628,20240705,1.0,0,0,0.014164305949
002365.SZ,20230628,20230705,1.0,0,0,0.010245901639
002365.SZ,20210703,20210709,1.0,0,0,0.010504201681
002365.SZ,20200522,20200529,1.5,0,0,0.01497005988
002365.SZ,20190518,20190527,1.007109,0,0,0.009138920145
002365.SZ,20180509,20180515,1.0,5,5,0.003637686431
002365.SZ,20170603,20170609,1.0,0,0,0.003702332469
002365.SZ,20160804,20160811,0.3,0,0,0.001401214386
002365.SZ,20150708,20150715,0.6,0,0,0.003210272873
002365.SZ,20140607,20140613,0.3,0,0,0.003188097768
002365.SZ,20130508,20130515,2.0,0,0,0.021551724138
002365.SZ,20120609,20120618,2.0,0,0,0.017123287671
002365.SZ,20110426,20110503,3.0,10,10,0.008833922261
002365.SZ,20100914,20100921,5.0,0,0,0.014513788099
