fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601933.SH,20220610,20220617,0.2,0,0,0.004750593824
601933.SH,20210715,20210721,0.204,0,0,0.004700460829
601933.SH,20200612,20200618,1.3,0,0,0.013541666667
601933.SH,20190617,20190624,1.1,0,0,0.010367577757
601933.SH,20180525,20180531,1.5,0,0,0.016163793103
601933.SH,20170502,20170510,1.2,0,0,0.019292604502
601933.SH,20160528,20160603,1.5,10,10,0.017261219793
601933.SH,20150710,20150716,1.2001,0,0,0.012384932921
601933.SH,20140405,20140414,2.0,10,10,0.01554001554
601933.SH,20130506,20130510,3.0,10,10,0.010972933431
601933.SH,20120611,20120615,2.0,0,0,0.007145409075
601933.SH,20110602,20110609,1.0,0,0,0.004164931279
