fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002641.SZ,20250626,20250704,0.5,0,0,0.011990407674
002641.SZ,20240620,20240628,1.0,0,0,0.025
002641.SZ,20230524,20230531,0.12,0,0,0.002281368821
002641.SZ,20220616,20220624,0.72,0,0,0.014814814815
002641.SZ,20210623,20210630,1.25,0,0,0.018463810931
002641.SZ,20200528,20200604,1.38,0,0,0.017852522639
002641.SZ,20190621,20190628,0.33,0,0,0.007764705882
002641.SZ,20180622,20180629,0.26,0,0,0.007602339181
002641.SZ,20170603,20170609,0.5,3,1,0.007062146893
002641.SZ,20160521,20160530,0.5,0,0,0.006468305304
002641.SZ,20150522,20150529,1.0,10,7,0.003835826621
002641.SZ,20140514,20140522,1.3,2,0,0.013669821241
002641.SZ,20130523,20130530,1.8,8,8,0.008007117438
002641.SZ,20120703,20120710,1.1,0,0,0.007965242578
