fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601898.SH,20251015,20251022,1.66,0,0,0.0125
601898.SH,20250821,20250827,2.58,0,0,0.021410788382
601898.SH,20241017,20241023,2.21,0,0,0.016334072432
601898.SH,20240813,20240820,4.42,0,0,0.032692307692
601898.SH,20230720,20230726,4.13,0,0,0.046666666667
601898.SH,20220722,20220729,3.01,0,0,0.032575757576
601898.SH,20210609,20210617,1.34,0,0,0.017493472585
601898.SH,20200630,20200707,1.27,0,0,0.028539325843
601898.SH,20190709,20190716,0.78,0,0,0.016455696203
601898.SH,20180712,20180718,0.55,0,0,0.011727078891
601898.SH,20170717,20170724,0.39,0,0,0.006018518519
601898.SH,20150630,20150706,0.24,0,0,0.002881152461
601898.SH,20140517,20140523,0.81,0,0,0.019565217391
601898.SH,20130521,20130527,2.1,0,0,0.030837004405
601898.SH,20120601,20120608,2.15,0,0,0.024571428571
601898.SH,20110607,20110613,1.5633,0,0,0.015935779817
601898.SH,20100707,20100715,1.4984,0,0,0.017046643914
601898.SH,20090709,20090716,1.5413,0,0,0.011250364964
601898.SH,20080704,20080710,0.6226,0,0,0.003993585632
