fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002185.SZ,20250424,20250506,0.58,0,0,0.00625
002185.SZ,20240612,20240620,0.22,0,0,0.002588235294
002185.SZ,20230614,20230621,0.26,0,0,0.002705515088
002185.SZ,20220622,20220629,0.45,0,0,0.004736842105
002185.SZ,20210610,20210618,0.22,0,0,0.001616458486
002185.SZ,20200616,20200624,0.15,0,0,0.001098096633
002185.SZ,20190524,20190531,0.2,0,0,0.003571428571
002185.SZ,20180612,20180620,0.2,0,0,0.003484320557
002185.SZ,20170614,20170620,0.5,10,10,0.003496503497
002185.SZ,20160608,20160617,0.6,3,3,0.003947368421
002185.SZ,20150611,20150617,0.6,0,0,0.002555366269
002185.SZ,20140606,20140613,0.5,0,0,0.004549590537
002185.SZ,20130615,20130621,0.5,0,0,0.006105006105
002185.SZ,20120706,20120712,1.0,6,6,0.011933174224
002185.SZ,20100511,20100518,0.5,3,3,0.004464285714
002185.SZ,20090516,20090525,0.0,1,1,0.0
002185.SZ,20080508,20080516,0.0,5,5,0.0
