fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000665.SZ,20200711,20200717,0.3,0.0,0.0,0.005464480874
000665.SZ,20190706,20190712,0.6,4.0,4.0,0.007556675063
000665.SZ,20180521,20180525,0.8,0.0,0.0,0.007149240393
000665.SZ,20170609,20170615,0.8,0.0,0.0,0.0067170445
000665.SZ,20160607,20160615,1.0,0.0,0.0,0.007163323782
000665.SZ,20150626,20150703,0.8,0.0,0.0,0.002867383513
000665.SZ,20140613,20140620,0.8,0.0,0.0,0.007246376812
000665.SZ,20020606,20020614,0.69,0.0,0.0,0.007348242812
000665.SZ,19990617,19990625,0.4,0.0,0.0,0.003062787136
000665.SZ,19980709,19980716,0.0,8.6722,3.4689,0.0
000665.SZ,19971025,19971104,0.0,2.0,0.0,0.0
