fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600919.SH,20260108,20260114,3.309,0,0,0.031216981132
600919.SH,20250703,20250710,2.144,0,0,0.017402597403
600919.SH,20250102,20250110,3.062,0,0,0.031054766734
600919.SH,20240607,20240614,4.7,0,0,0.062005277045
600919.SH,20230711,20230717,4.907,0,0,0.066043068641
600919.SH,20220520,20220526,4.0,0,0,0.058823529412
600919.SH,20210610,20210618,3.16,0,0,0.04163372859
600919.SH,20200618,20200624,2.78,0,0,0.046880269815
600919.SH,20190705,20190712,3.4,0,0,0.047156726768
600919.SH,20180703,20180710,1.8,0,0,0.028037383178
600919.SH,20170526,20170606,1.78,0,0,0.018677859391
