fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601608.SH,20250722,20250728,0.286,0,0,0.005970772443
601608.SH,20240418,20240424,0.285,0,0,0.006506849315
601608.SH,20230809,20230815,0.114,0,0,0.00285
601608.SH,20220812,20220818,0.165,0,0,0.004024390244
601608.SH,20210729,20210805,0.142,0,0,0.003817204301
601608.SH,20200812,20200820,0.071,0,0,0.001740196078
601608.SH,20190812,20190820,0.031,0,0,0.000765432099
601608.SH,20180810,20180820,0.062,0,0,0.002254545455
601608.SH,20160816,20160823,0.23,0,0,0.004220183486
601608.SH,20150817,20150825,0.65,5,5,0.005701754386
601608.SH,20140626,20140702,0.58,0,0,0.018649517685
601608.SH,20130812,20130816,0.56,0,0,0.017073170732
601608.SH,20260314,,0.328,0,0,0.005359477124
