fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601808.SH,20250604,20250611,2.306,0,0,0.016807580175
601808.SH,20240605,20240612,2.1,0,0,0.012195121951
601808.SH,20230605,20230609,1.6,0,0,0.011196641008
601808.SH,20220613,20220617,0.2,0,0,0.00131147541
601808.SH,20210610,20210617,1.7,0,0,0.010598503741
601808.SH,20200608,20200612,1.6,0,0,0.011764705882
601808.SH,20190607,20190614,0.7,0,0,0.007391763464
601808.SH,20180608,20180615,0.6,0,0,0.005763688761
601808.SH,20170609,20170616,0.5,0,0,0.004385964912
601808.SH,20160608,20160616,0.68,0,0,0.005448717949
601808.SH,20150610,20150616,4.8,0,0,0.016069635085
601808.SH,20140610,20140616,4.3,0,0,0.025
601808.SH,20130604,20130613,3.1,0,0,0.019632678911
601808.SH,20120612,20120618,1.8,0,0,0.010632014176
601808.SH,20110602,20110609,1.8,0,0,0.009230769231
601808.SH,20100602,20100608,1.4,0,0,0.01186440678
601808.SH,20090617,20090623,1.4,0,0,0.0084643289
601808.SH,20080618,20080624,1.2,0,0,0.005376344086
601808.SH,20260325,,2.825,0,0,0.016916167665
