fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000528.SZ,20250619,20250626,2.729996,0.0,0,0.027687586207
000528.SZ,20240613,20240620,1.98677,0.0,0,0.017261251086
000528.SZ,20230615,20230621,1.0,0.0,0,0.013020833333
000528.SZ,20220702,20220708,1.6,0.0,0,0.024653312789
000528.SZ,20210610,20210618,2.8,0.0,0,0.033816425121
000528.SZ,20200611,20200618,1.5,0.0,0,0.022935779817
000528.SZ,20190521,20190528,1.5,0.0,0,0.022058823529
000528.SZ,20181019,20181026,0.0,3.0,3,0.0
000528.SZ,20180609,20180615,1.5,0.0,0,0.014436958614
000528.SZ,20170615,20170621,1.0,0.0,0,0.012091898428
000528.SZ,20160613,20160617,1.0,0.0,0,0.015527950311
000528.SZ,20150606,20150612,1.5,0.0,0,0.009168704156
000528.SZ,20140606,20140612,2.5,0.0,0,0.040192926045
000528.SZ,20130614,20130620,2.5,0.0,0,0.03242542153
000528.SZ,20120607,20120614,3.0,0.0,0,0.021723388849
000528.SZ,20110520,20110527,5.0,5.0,5,0.01495215311
000528.SZ,20100618,20100625,3.0,0.0,0,0.015143866734
000528.SZ,20090526,20090603,1.0,2.0,2,0.005592841163
000528.SZ,20080822,20080826,4.5,0.0,0,0.026346604215
000528.SZ,20070620,20070626,3.0,0.0,0,0.012
000528.SZ,20060711,20060718,2.0,0.0,0,0.024330900243
000528.SZ,20050713,20050721,2.0,0.0,0,0.06006006006
000528.SZ,20041015,20041021,2.0,3.0,3,0.025062656642
000528.SZ,20030626,20030704,2.0,0.0,0,0.019120458891
000528.SZ,20020618,20020625,0.5,0.0,0,0.006297229219
000528.SZ,19970919,19970930,1.0,0.5,0,0.017667844523
000528.SZ,19950804,19950815,0.0,1.0,0,0.0
000528.SZ,19940624,19940711,0.0,5.0,0,0.0
