fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600820.SH,20251017,20251024,0.8,0.0,0.0,0.011204481793
600820.SH,20250808,20250815,2.2,0.0,0.0,0.03288490284
600820.SH,20241129,20241206,1.0,0.0,0.0,0.014705882353
600820.SH,20240809,20240816,2.3,0.0,0.0,0.032670454545
600820.SH,20231123,20231130,1.0,0.0,0.0,0.018416206262
600820.SH,20230713,20230720,2.7,0.0,0.0,0.044262295082
600820.SH,20220721,20220728,2.3,0.0,0.0,0.040139616056
600820.SH,20210701,20210708,2.2,0.0,0.0,0.041044776119
600820.SH,20200617,20200624,2.1,0.0,0.0,0.035294117647
600820.SH,20190613,20190620,1.9,0.0,0.0,0.029185867896
600820.SH,20180713,20180720,1.8,0.0,0.0,0.030201342282
600820.SH,20170711,20170718,1.6,0.0,0.0,0.016194331984
600820.SH,20160616,20160622,1.5,0.0,0.0,0.017985611511
600820.SH,20150707,20150715,1.5,0.0,0.0,0.013100436681
600820.SH,20140610,20140616,3.0,10.0,5.0,0.029041626331
600820.SH,20130517,20130523,2.7,0.0,0.0,0.02906350915
600820.SH,20110628,20110706,2.0,0.0,0.0,0.018198362147
600820.SH,20100813,20100819,2.0,0.0,0.0,0.018099547511
600820.SH,20090602,20090609,1.0,0.0,0.0,0.008591065292
600820.SH,20070818,20070824,1.0,0.0,0.0,0.006195786865
600820.SH,20040622,20040628,0.5,0.0,0.0,0.009765625
600820.SH,20030614,20030619,0.5,0.0,0.0,0.006993006993
600820.SH,20020722,20020726,0.5,1.0,1.0,0.005096839959
600820.SH,20010511,20010518,0.55,3.0,3.0,0.003606557377
600820.SH,19990816,19990823,1.0,0.0,0.0,0.008818342152
600820.SH,19981013,19981016,1.0,4.0,2.6,0.00539083558
600820.SH,19970616,19970619,1.0,1.5,0.5,0.009756097561
600820.SH,19960611,19960617,1.0,1.0,0.0,0.008695652174
600820.SH,19950902,19950911,1.0,1.0,0.0,0.005376344086
