fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
001335.SZ,202510,20250930,0.77,7.71,5.7354286385,3.1817348731,0,0,47.1975203854
001335.SZ,202508,20250630,0.7,7.05,7.2942572141,2.7018809459,0,0,49.8033283638
001335.SZ,202504,20250331,0.33,3.47,6.1176411463,1.1910015175,0,0,59.1323840824
001335.SZ,202503,20241231,1.58,18.28,7.4015141492,6.7944936215,0,0,58.1638241715
001335.SZ,202501,20240930,1.03,,6.41991132,4.4331024663,0,0,59.7395629891
001335.SZ,202501,20240630,0.66,8.03,6.3767549179,2.8690797464,0,0,59.0414202943
001335.SZ,202504,20240331,0.26,3.24,5.2648262228,,0,0,
001335.SZ,202501,20231231,1.25,17.55,7.9110855117,7.0004180392,0,0,53.6055188366
001335.SZ,202311,20230930,,,,,0,0,51.3560685035
001335.SZ,202311,20230630,0.58,8.5,7.1918734556,3.4274135256,0,0,51.1578962209
001335.SZ,202306,20230331,,,,,0,0,
001335.SZ,202306,20221231,1.25,21.74,7.1546198627,8.2561794065,0,0,52.8837039027
001335.SZ,202303,20220930,1.01,19.77,7.3788411794,6.5239365996,0,0,59.5255126613
001335.SZ,202209,20220331,0.3,5.91,6.0291238303,2.0244176165,0,0,61.7073208847
001335.SZ,202209,20211231,1.48,32.26,7.3866858772,10.1573489588,0,0,61.669889469
001335.SZ,202209,20201231,1.22,31.76,6.1741067086,9.0976165426,0,0,68.9863104117
001335.SZ,202209,20191231,1.0,43.46,4.881943861,17.2932369488,0,0,71.64948525
