fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002215.SZ,20250526,20250530,3.5,0,0,0.02994011976
002215.SZ,20240603,20240607,1.5,0,0,0.019011406844
002215.SZ,20230601,20230607,1.5,0,0,0.019379844961
002215.SZ,20220601,20220608,2.0,0,0,0.032310177706
002215.SZ,20210610,20210617,1.0,0,0,0.017182130584
002215.SZ,20200523,20200529,1.5,0,0,0.0233281493
002215.SZ,20180530,20180606,1.5,0,0,0.019736842105
002215.SZ,20160520,20160527,1.0,0,0,0.010070493454
002215.SZ,20150516,20150525,1.0,3,3,0.002678093198
002215.SZ,20140513,20140520,2.0,3,3,0.020833333333
002215.SZ,20130522,20130529,1.0,5,5,0.00849617672
002215.SZ,20120609,20120618,1.270294,0,0,0.014805291375
002215.SZ,20110902,20110909,1.2,0,0,0.008236101579
002215.SZ,20110604,20110613,2.0,6,6,0.008173273396
002215.SZ,20100512,20100519,3.0,0,0,0.009466708741
002215.SZ,20090605,20090611,1.8,3,3,0.008341056534
002215.SZ,20081010,20081017,1.5,3,3,0.008305647841
