fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
002258.SZ,202510,20250930,0.4763,4.86,6.7254276311,2.8375680469,0,0,43.4681056688
002258.SZ,202508,20250630,0.338,3.45,7.2617298055,2.0464118017,0,0,43.8731902523
002258.SZ,202504,20250331,0.1912,1.96,8.9200146591,1.1694391767,0,0,43.1219098215
002258.SZ,202503,20241231,0.269,2.83,4.081955046,1.9583462589,0,0,42.4185698871
002258.SZ,202410,20240930,0.1648,1.75,3.4315706444,1.1821531957,0,0,41.6701652098
002258.SZ,202408,20240630,0.1161,1.23,3.9025411447,0.8760952656,0,0,40.1748987001
002258.SZ,202404,20240331,0.0598,0.64,5.009771414,0.4691225502,0,0,40.6718970281
002258.SZ,202403,20231231,0.7544,8.3,9.7732328671,5.5402959191,0,0,41.0086507036
002258.SZ,202310,20230930,0.6996,7.69,11.7812032146,5.2669199533,0,0,37.9883757223
002258.SZ,202308,20230630,0.5993,6.56,13.5991676004,4.594033006,0,0,36.9306123367
002258.SZ,202304,20230331,0.3432,3.71,14.0047380168,2.5782187304,0,0,39.2343141351
002258.SZ,202303,20221231,2.4252,31.32,19.9780911444,17.5321011262,0,0,34.85559809
002258.SZ,202210,20220930,2.0147,26.61,21.598917661,15.0220225174,0,0,39.0740363765
002258.SZ,202208,20220630,1.4181,19.3,22.8951798672,10.6018666242,0,0,41.8151786371
002258.SZ,202204,20220331,0.7245,10.19,22.6215457898,5.5150822097,0,0,44.5587297237
002258.SZ,202203,20211231,1.4583,24.12,17.9026923767,12.4377921767,0,0,43.0762364331
002258.SZ,202110,20210930,0.8325,14.52,15.2566209834,7.5336500374,0,0,40.1903904777
002258.SZ,202108,20210630,0.6876,11.96,17.3229997974,6.4155187338,0,0,39.9151919139
002258.SZ,202104,20210331,0.421,5.41,16.5421552828,2.8650496049,0,0,44.01482895
002258.SZ,202103,20201231,1.1675,16.7,13.4951843345,8.3557822162,0,0,44.3552459934
002258.SZ,202010,20200930,0.7947,11.69,13.4192491152,5.8615145845,0,0,42.4424480566
002258.SZ,202008,20200630,0.4871,7.33,11.8987319351,3.6784503115,0,0,43.3165479647
002258.SZ,202004,20200331,0.159,2.45,9.128920825,1.1701036243,0,0,46.5598464572
002258.SZ,202003,20191231,0.5934,9.64,9.2838589899,5.4601925338,0,0,46.8263313297
002258.SZ,201910,20190930,0.447,7.28,9.1704659158,3.9828932068,0,0,47.3452486409
002258.SZ,201908,20190630,0.3042,4.99,9.5182750916,2.8728665908,0,0,46.5899168597
002258.SZ,201904,20190331,0.1378,2.26,9.0284630975,1.3460805706,0,0,48.3519287092
002258.SZ,201902,20181231,1.1019,21.38,16.1771427817,11.7508604633,0,0,43.9243279746
002258.SZ,201810,20180930,0.7985,16.17,16.5905274304,8.8970200044,0,0,44.4898416182
002258.SZ,201808,20180630,0.4971,10.38,15.8902469416,5.5985710379,0,0,47.3248786538
002258.SZ,201804,20180331,0.2205,4.74,14.4175049423,2.663635372,0,0,44.9053369304
002258.SZ,201802,20171231,0.7666,18.11,14.2255756088,11.4957690632,0,0,38.2718532801
002258.SZ,201710,20170930,0.44,10.92,12.4885850002,6.9596838598,0,0,35.367830389
002258.SZ,201708,20170630,0.28,7.08,12.9760567074,4.6687708349,0,0,32.7531782602
002258.SZ,201704,20170331,0.11,2.82,11.7607331433,1.94963209,0,0,26.8432808069
002258.SZ,201702,20161231,0.4,10.98,11.2756889385,7.879916261,0,0,26.3236599646
002258.SZ,201610,20160930,0.26,7.35,10.3608383582,5.3267828303,0,0,23.6457394984
002258.SZ,201607,20160630,0.19,5.4,11.241870849,3.7810186134,0,0,25.0273732637
002258.SZ,201604,20160331,0.07,3.0,8.8614291491,1.5294447248,0,0,26.8650826885
002258.SZ,201602,20151231,0.28,11.27,9.7210127866,6.2952335126,0,0,39.3173800413
002258.SZ,201510,20150930,0.22,9.14,10.1758642599,5.1471802547,0,0,33.786570523
002258.SZ,201507,20150630,0.18,7.35,11.03315124,4.1772577473,0,0,32.885004219
002258.SZ,201504,20150331,0.06,2.51,8.3816822309,1.2926584155,0,0,32.6251944038
002258.SZ,201501,20141231,0.46,8.26,7.225943384,4.95513396,0,0,31.2042006822
002258.SZ,201410,20140930,0.43,7.85,9.2237865253,5.0276061356,0,0,27.8458599148
002258.SZ,201407,20140630,0.3583,6.46,11.0112872562,4.3241852429,0,0,27.3841129883
002258.SZ,201404,20140331,0.17,3.07,9.9365303724,2.0400055797,0,0,25.3731149458
002258.SZ,201402,20131231,0.51,9.96,7.971750195,6.9758534975,0,0,26.0125164385
002258.SZ,201310,20130930,0.48,9.25,9.8844891269,6.791440775,0,0,19.9796463159
002258.SZ,201308,20130630,0.34,6.65,10.1139433918,4.9363857601,0,0,20.4928022382
002258.SZ,201304,20130331,0.15,2.92,9.6338272778,2.1269373663,0,0,20.907987486
002258.SZ,201303,20121231,0.43,9.1,9.3168469621,8.5785982611,0,0,16.3240806556
