fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600519.SH,20251211,20251219,239.57,0,0,0.016741439553
600519.SH,20250620,20250626,276.73,0,0,0.019272770326
600519.SH,20241214,20241220,238.82,0,0,0.01539770859
600519.SH,20240612,20240619,308.76,0,0,0.020293131778
600519.SH,20230626,20230630,259.11,0,0,0.015119827742
600519.SH,20220624,20220630,216.75,0,0,0.010677339901
600519.SH,20210621,20210625,192.93,0,0,0.009329078117
600519.SH,20200618,20200624,170.25,0,0,0.011546286877
600519.SH,20190622,20190628,145.39,0,0,0.014592261755
600519.SH,20180608,20180615,109.99,0,0,0.01399132459
600519.SH,20170701,20170707,67.87,0,0,0.014884424755
600519.SH,20160627,20160701,61.71,0,0,0.021139353247
600519.SH,20150710,20150717,43.74,1,0,0.017385428674
600519.SH,20140618,20140625,43.74,1,0,0.026740844898
600519.SH,20130603,20130607,64.19,0,0,0.031830804324
600519.SH,20120627,20120705,39.97,0,0,0.015452717854
600519.SH,20110627,20110701,23.0,1,0,0.010816912007
600519.SH,20100629,20100705,11.85,0,0,0.009281015038
600519.SH,20090625,20090701,11.56,0,0,0.007810283089
600519.SH,20080610,20080616,8.36,0,0,0.005592347314
600519.SH,20070709,20070713,7.0,0,0,0.006120486141
600519.SH,20060515,20060519,3.0,10,10,0.003281916639
600519.SH,20050730,20050805,5.0,2,2,0.009007386057
600519.SH,20040625,20040701,3.0,3,3,0.008862629247
600519.SH,20030708,20030714,2.0,1,0,0.007782101167
600519.SH,20020718,20020725,6.0,1,1,0.016483516484
