fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
601618.SH,202510,20250930,0.13,2.56,1.608016789,0.6410813374,0,0,78.7145664015
601618.SH,202508,20250630,0.09,1.72,1.7147078252,0.4891243785,0,0,78.9365314932
601618.SH,202504,20250331,0.08,1.51,1.6971970464,0.2530642099,0,0,79.2656654749
601618.SH,202503,20241231,0.24,4.87,1.4318802923,1.0756988617,0,0,77.4341199572
601618.SH,202410,20240930,0.24,4.99,1.8659495744,1.1105131781,0,0,74.7062429089
601618.SH,202408,20240630,0.11,2.35,1.5729514058,0.6633905844,0,0,77.4926088685
601618.SH,202404,20240331,0.12,2.52,2.0972787169,0.4608866557,0,0,75.103581113
601618.SH,202403,20231231,0.33,7.23,1.7994385925,1.8293751657,0,0,74.6084345156
601618.SH,202310,20230930,0.31,6.74,2.2466940709,1.6642089269,0,0,74.5204561547
601618.SH,202308,20230630,0.26,5.73,2.5949302105,1.3857368121,0,0,73.7636148285
601618.SH,202304,20230331,0.15,3.38,3.0382844447,0.7185593688,0,0,72.2245855012
601618.SH,202303,20221231,0.45,10.47,2.1819309647,2.2910894055,0,0,72.3403576997
601618.SH,202210,20220930,0.28,6.62,2.252491356,1.5239402108,0,0,75.0499032273
601618.SH,202208,20220630,0.24,5.65,2.5437267249,1.2752227991,0,0,74.4594581136
601618.SH,202204,20220331,0.12,2.87,3.2141209727,0.6731421438,0,0,73.529442132
601618.SH,202203,20211231,0.35,9.05,2.3187877439,2.2111823702,0,0,72.1442364708
601618.SH,202110,20210930,0.26,6.71,2.4407400723,1.5755403379,0,0,73.7322013752
601618.SH,202108,20210630,0.21,5.56,2.6258260219,1.2389129018,0,0,74.1116932907
601618.SH,202104,20210331,0.1,2.74,3.217495327,0.5872407684,0,0,72.8980408566
601618.SH,202103,20201231,0.32,8.93,2.3449172964,1.9447331355,0,0,72.283321994
601618.SH,202010,20200930,0.19,5.59,2.1998280574,1.2295354024,0,0,74.7811284706
601618.SH,202008,20200630,0.14,4.06,2.3684332118,0.9029726385,0,0,75.7033613167
601618.SH,202004,20200331,0.09,2.6,3.2705556325,0.5072037491,0,0,74.8730508674
601618.SH,202004,20191231,0.27,7.99,2.2374416777,1.6885742777,0,0,74.5029609882
601618.SH,201910,20190930,0.19,5.83,2.1608264247,1.0999486595,0,0,75.1081572173
601618.SH,201908,20190630,0.13,3.94,2.3760031914,0.8462975127,0,0,76.7587980629
601618.SH,201904,20190331,0.09,2.57,3.4049245935,0.483200099,0,0,76.7655556852
601618.SH,201903,20181231,0.26,8.25,2.6147510568,1.7740539858,0,0,76.6083987085
601618.SH,201810,20180930,0.18,5.8,2.4897030739,1.0436447344,0,0,77.3177589899
601618.SH,201808,20180630,0.12,3.75,2.7744799085,0.8177055296,0,0,76.9730220951
601618.SH,201804,20180331,0.08,2.54,3.5499476298,0.4685946412,0,0,76.4982889073
601618.SH,201803,20171231,0.26,8.44,2.7507613693,1.6947911277,0,0,76.5246848738
601618.SH,201710,20170930,0.16,5.26,2.682901637,1.0297476868,0,0,76.5504063682
601618.SH,201708,20170630,0.11,3.8,2.886522177,0.7479887575,0,0,77.3318474355
601618.SH,201704,20170331,0.07,2.35,3.8198752499,0.4404630909,0,0,76.9745296442
601618.SH,201703,20161231,0.25,9.3,2.7189437173,1.6553512352,0,0,77.9842247829
601618.SH,201610,20160930,0.16,6.04,2.6848348892,1.0723026471,0,0,79.896860231
601618.SH,201608,20160630,0.11,4.22,2.9503513475,0.8041816431,0,0,79.8835683436
601618.SH,201604,20160331,0.07,2.48,3.6987776234,0.4583776,0,0,78.8410930236
601618.SH,201603,20151231,0.24,9.46,2.277127532,1.4778076295,0,0,79.3011285493
601618.SH,201510,20150930,0.16,6.35,2.5073154636,1.0941483777,0,0,80.7667744589
601618.SH,201508,20150630,0.11,4.44,2.443916074,0.7417690113,0,0,80.8923066206
601618.SH,201504,20150331,0.07,2.66,3.0252169095,0.4201418099,0,0,81.8879552005
601618.SH,201503,20141231,0.21,8.63,2.0118819511,1.3381424272,0,0,82.1998960858
601618.SH,201410,20140930,0.13,5.53,1.8992658919,0.8269941586,0,0,83.4678271457
601618.SH,201408,20140630,0.09,4.0,2.0396967128,0.5969015303,0,0,83.3455645651
601618.SH,201404,20140331,0.06,2.47,2.7600022169,0.3580648965,0,0,82.5479461535
601618.SH,201403,20131231,0.16,6.95,1.5184727123,0.9483112072,0,0,82.9458430482
601618.SH,201310,20130930,0.11,5.0,1.4453680957,0.5957781352,0,0,83.9148569561
601618.SH,201308,20130630,0.08,3.52,1.4890369741,0.4131541552,0,0,83.680987259
601618.SH,201304,20130331,0.05,2.51,2.5727700357,0.3447365903,0,0,83.4431194901
601618.SH,201303,20121231,-0.36,-15.53,-4.6798358959,-3.1440702873,0,0,83.8043251315
601618.SH,201210,20120930,0.03,1.36,0.157271165,0.0712865321,0,0,83.4508355887
601618.SH,201208,20120630,-0.01,-0.38,-0.4269798159,-0.1343507218,0,0,83.4052688843
601618.SH,201204,20120331,0.05,1.78,1.8444086019,0.2458727211,0,0,82.5884280953
601618.SH,201203,20111231,0.22,9.11,1.6129098826,1.1971162945,0,0,82.4791032591
601618.SH,201110,20110930,0.14,5.68,1.9036640437,1.0042680207,0,0,82.7821407524
601618.SH,201108,20110630,0.1,4.33,2.1529308752,0.7524634229,0,0,82.6146017516
601618.SH,201104,20110331,0.06,2.63,3.1873162722,0.4567464812,0,0,82.4167644763
601618.SH,201104,20101231,0.28,12.77,2.6938275933,2.1422907113,0,0,81.4332660548
601618.SH,201010,20100930,0.16,7.12,2.4700881289,1.3236787713,0,0,81.3855135635
601618.SH,201008,20100630,0.12,5.57,2.8343678214,1.0211382435,0,0,80.9744109533
601618.SH,201004,20100331,0.06,2.85,3.6667219841,0.5621485983,0,0,80.7193083229
601618.SH,201104,20091231,0.3,33.06,3.1296884225,2.562634345,0,0,80.1258883612
601618.SH,201010,20090930,0.27,,3.5040903103,2.0780964639,0,0,80.7293934877
601618.SH,200908,20090630,0.16,55.48,3.381043473,1.413040707,0,0,94.0981878426
601618.SH,201004,20090331,0.07,,3.1470485481,,0,0,
601618.SH,200908,20081231,0.24,79.41,2.3400733744,4.1489384445,0,0,94.1527322523
601618.SH,200908,20071231,,,4.875959328,,0,0,
601618.SH,200807,20061231,,,3.0244015713,,0,0,
