fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
002583.SZ,202510,20250930,0.1023,7.53,4.8544385362,1.6633301422,0,0,74.6922287875
002583.SZ,202508,20250630,0.0515,3.81,3.7442483259,0.7345245249,0,0,77.5185162096
002583.SZ,202504,20250331,0.0149,1.13,2.3155135261,0.2050823528,0,0,77.5351447561
002583.SZ,202504,20241231,-1.9164,-84.4,-57.0281350875,-30.4557999586,0,0,77.2960950284
002583.SZ,202410,20240930,0.1383,4.2,5.5604086619,1.9589433062,0,0,47.3589898482
002583.SZ,202408,20240630,0.0893,2.73,5.202774194,1.2199086733,0,0,46.5427722844
002583.SZ,202404,20240331,0.0617,1.9,7.9444298577,0.8474832575,0,0,48.605027301
002583.SZ,202404,20231231,-0.2135,-6.43,-6.6767087844,-3.235690563,0,0,48.8933029015
002583.SZ,202310,20230930,0.0812,2.34,3.9173226971,1.2066372673,0,0,44.8212286833
002583.SZ,202308,20230630,0.0426,1.23,3.3817434429,0.6631519628,0,0,43.4786249217
002583.SZ,202304,20230331,-0.031,-0.91,-7.1523085284,-0.5293735739,0,0,46.0990449362
002583.SZ,202304,20221231,0.2244,6.9,7.2009947115,3.3306245871,0,0,44.7265521597
002583.SZ,202210,20220930,0.1943,6.01,8.9186199591,2.673394337,0,0,46.9718794156
002583.SZ,202208,20220630,0.006,0.2,-0.1540681502,-0.0291856738,0,0,55.3244745894
002583.SZ,202204,20220331,-0.04,-1.32,-7.0124393901,-0.5771199181,0,0,54.7798465881
002583.SZ,202204,20211231,-0.36,-11.17,-11.4514237796,-4.8147890209,0,0,55.467715698
002583.SZ,202110,20210930,-0.0627,-1.84,-3.1015955322,-0.793676726,0,0,54.6572910074
002583.SZ,202108,20210630,-0.0673,-1.98,-5.6496687521,-0.879063683,0,0,54.2323376373
002583.SZ,202104,20210331,-0.08,-2.43,-17.126665869,-1.0682035063,0,0,55.4782166454
002583.SZ,202104,20201231,0.05,0.02,1.5599147358,0.6197792753,0,0,56.1361267121
002583.SZ,202010,20200930,0.1152,3.38,4.7906198182,1.2669341275,0,0,61.8172673245
002583.SZ,202008,20200630,0.14,4.24,8.6146091972,1.6105414509,0,0,60.8135280644
