fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002236.SZ,20251202,20251209,1.85,0,0,0.009560723514
002236.SZ,20250423,20250430,4.58,0,0,0.028500311139
002236.SZ,20240911,20240920,1.84,0,0,0.013266041817
002236.SZ,20240515,20240522,3.82,0,0,0.021460674157
002236.SZ,20231110,20231116,3.101383,0,0,0.014485674918
002236.SZ,20230531,20230606,2.41,0,0,0.011503579952
002236.SZ,20220525,20220601,2.7,0,0,0.016697588126
002236.SZ,20210430,20210512,2.68,0,0,0.01152688172
002236.SZ,20200515,20200522,1.33,0,0,0.008204811845
002236.SZ,20190413,20190419,1.000014,0,0,0.005750511788
002236.SZ,20180505,20180511,2.0,0,0,0.008291873964
002236.SZ,20170602,20170608,1.0,0,0,0.004543389368
002236.SZ,20160420,20160427,2.0,15,7,0.006011421701
002236.SZ,20150515,20150522,1.0,0,0,0.002147305132
002236.SZ,20140516,20140522,0.9791,0,0,0.003628984433
002236.SZ,20130410,20130416,1.6,10,0,0.00245813489
002236.SZ,20120522,20120529,2.5,10,10,0.004457917261
002236.SZ,20110601,20110608,5.0,10,5,0.006070908208
002236.SZ,20100429,20100507,6.0,10,5,0.007574801161
002236.SZ,20090506,20090513,2.25,0,0,0.005357142857
