fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600958.SH,20251021,20251028,1.2,0,0,0.010526315789
600958.SH,20250621,20250627,1.0,0,0,0.010131712259
600958.SH,20241206,20241213,0.75,0,0,0.006696428571
600958.SH,20240621,20240628,1.5,0,0,0.019108280255
600958.SH,20230617,20230628,1.5,0,0,0.015608740895
600958.SH,20220721,20220729,2.5,0,0,0.027995520717
600958.SH,20210701,20210708,2.5,0,0,0.025354969574
600958.SH,20200618,20200629,1.5,0,0,0.015576323988
600958.SH,20190704,20190710,1.0,0,0,0.009661835749
600958.SH,20180704,20180710,2.0,0,0,0.022050716648
600958.SH,20170727,20170802,1.5,0,0,0.009179926561
600958.SH,20160608,20160617,3.5,0,0,0.02030162413
600958.SH,20151029,20151104,1.0,0,0,0.005091649695
600958.SH,20150619,20150626,1.5,0,0,0.004669987547
