fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000791.SZ,20250528,20250604,1.8,0,0,0.028037383178
000791.SZ,20240509,20240516,1.1,0,0,0.016081871345
000791.SZ,20230525,20230601,0.6,0,0,0.011173184358
000791.SZ,20220511,20220519,0.4,0,0,0.007339449541
000791.SZ,20210419,20210427,1.3,0,0,0.029953917051
000791.SZ,20200514,20200522,1.0,0,0,0.030959752322
000791.SZ,20190417,20190424,1.5,4,4,0.022321428571
000791.SZ,20180524,20180601,0.77,0,0,0.013321799308
000791.SZ,20170606,20170614,0.2,0,0,0.002358490566
000791.SZ,20160608,20160617,0.2,0,0,0.001736111111
000791.SZ,20150619,20150629,0.55,0,0,0.003435352904
000791.SZ,20140605,20140612,0.91,0,0,0.014308176101
000791.SZ,20130522,20130530,0.91,0,0,0.01350148368
000791.SZ,19980729,19980805,0.0,8,6,0.0
