fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
002397.SZ,202510,20250930,0.03,2.22,2.2791748091,1.0038286,0,0,52.082269929
002397.SZ,202508,20250630,0.03,2.12,3.3977327338,1.0019879806,0,0,50.8265648173
002397.SZ,202504,20250331,0.01,0.84,2.9353701397,0.390299451,0,0,51.1923949888
002397.SZ,202504,20241231,0.04,2.13,1.5141814625,1.0020203889,0,0,53.8608445035
002397.SZ,202410,20240930,0.03,1.76,1.990555154,0.9059161481,0,0,54.7962826451
002397.SZ,202408,20240630,0.03,1.72,2.2900332292,0.7227192348,0,0,57.7845292472
002397.SZ,202404,20240331,0.01,0.75,2.0716896173,0.3149386819,0,0,56.939476475
002397.SZ,202404,20231231,0.03,1.95,1.05331529,0.8358952386,0,0,56.7061599591
002397.SZ,202310,20230930,0.04,2.7,2.1048481871,1.1364612377,0,0,55.6239801441
002397.SZ,202308,20230630,0.03,1.84,2.0864167721,0.757389086,0,0,57.4434441492
002397.SZ,202304,20230331,0.01,0.95,2.3009102685,0.3813988895,0,0,58.9083319351
002397.SZ,202304,20221231,-0.57,-32.77,-21.3604885511,-13.9613181667,0,0,59.6308025916
002397.SZ,202210,20220930,-0.13,-6.36,-6.9929562198,-2.8901413686,0,0,55.2760598033
002397.SZ,202208,20220630,-0.06,-2.76,-4.4020818041,-1.2078228755,0,0,55.8797849951
002397.SZ,202204,20220331,-0.01,-0.58,-1.5757685373,-0.234777991,0,0,54.303028734
002397.SZ,202204,20211231,-0.21,-9.19,-6.4123529907,-4.6488574366,0,0,52.9932394544
002397.SZ,202110,20210930,0.04,1.49,2.1917245471,0.9474661427,0,0,50.4205591512
002397.SZ,202108,20210630,0.06,2.57,4.8097050942,1.3821594592,0,0,49.9403918625
002397.SZ,202104,20210331,0.05,1.89,6.9299762802,1.0243734224,0,0,45.1840833828
002397.SZ,202104,20201231,0.06,2.22,2.1146121821,1.3693425697,0,0,45.5680183241
002397.SZ,202010,20200930,0.0332,1.35,1.9595094072,0.7537105633,0,0,46.1399258521
002397.SZ,202008,20200630,0.0598,2.35,5.1023076443,1.2919981389,0,0,44.8459612815
002397.SZ,202004,20200331,0.04,1.58,8.0037794879,0.843119367,0,0,39.0329385101
002397.SZ,202004,20191231,0.11,4.39,3.6413215535,2.7622829605,0,0,40.9824995733
002397.SZ,201910,20190930,0.1259,4.66,5.6317528818,2.7019362783,0,0,43.8865608446
002397.SZ,201908,20190630,0.11,4.07,7.1783054411,2.3440716053,0,0,43.9561489493
002397.SZ,201904,20190331,0.074,2.87,10.2294533995,1.6783994259,0,0,35.8264215753
002397.SZ,201904,20181231,0.11,4.16,4.0156636559,2.7707002262,0,0,37.8338344857
002397.SZ,201810,20180930,0.1242,4.69,7.1646935709,3.0641358057,0,0,36.2268413767
002397.SZ,201808,20180630,0.12,4.48,9.9622044541,3.0118678588,0,0,34.3346715965
002397.SZ,201804,20180331,0.067,2.53,11.185662247,1.7552199056,0,0,34.6457281173
002397.SZ,201804,20171231,0.07,3.57,4.1801070852,2.7897667205,0,0,36.341111666
002397.SZ,201710,20170930,0.1052,4.93,7.691848839,3.3844206377,0,0,46.2481066041
002397.SZ,201708,20170630,0.1,4.67,10.1014503776,3.083689833,0,0,41.7012386461
002397.SZ,201704,20170331,0.053,2.47,11.8267545836,1.6896535768,0,0,35.8564864991
