fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000006.SZ,20230616,20230628,0.94,0.0,0.0,0.021029082774
000006.SZ,20220615,20220621,1.21,0.0,0.0,0.0275
000006.SZ,20210617,20210623,1.93,0.0,0.0,0.036761904762
000006.SZ,20200612,20200618,1.79,0.0,0.0,0.029440789474
000006.SZ,20190612,20190619,1.95,0.0,0.0,0.034759358289
000006.SZ,20180615,20180622,1.81,0.0,0.0,0.029575163399
000006.SZ,20170608,20170616,1.8,0.0,0.0,0.020134228188
000006.SZ,20160613,20160617,1.2,0.0,0.0,0.016853932584
000006.SZ,20150612,20150619,1.18,0.0,0.0,0.006820809249
000006.SZ,20140603,20140609,1.55,0.0,0.0,0.03256302521
000006.SZ,20130614,20130620,1.0,0.5,0.0,0.020964360587
000006.SZ,20120704,20120711,0.4,3.0,0.0,0.006980802792
000006.SZ,20110608,20110614,0.6,3.0,0.0,0.008356545961
000006.SZ,20100507,20100513,1.2,5.0,0.0,0.013498312711
000006.SZ,20090619,20090626,0.8,0.0,0.0,0.006467259499
000006.SZ,20080423,20080429,1.0,10.0,5.0,0.00395256917
000006.SZ,20070522,20070529,3.5,0.0,0.0,0.012289325843
000006.SZ,20060621,20060628,1.8,0.0,0.0,0.02462380301
000006.SZ,20050623,20050630,0.75,0.0,0.0,0.018292682927
000006.SZ,20030717,20030724,0.8,0.0,0.0,0.01261829653
000006.SZ,20020815,20020819,1.3,0.0,0.0,0.011092150171
000006.SZ,20010822,20010829,2.0,0.0,0.0,0.014727540501
000006.SZ,20000715,20000721,1.0,0.0,0.0,0.007215007215
000006.SZ,19990712,19990721,2.0,0.0,0.0,0.016433853739
000006.SZ,19980722,19980730,2.0,1.0,0.0,0.012730744749
000006.SZ,19970627,19970709,0.769,3.076,1.538,0.003935516888
000006.SZ,19960722,19960729,2.0,0.0,0.0,0.024844720497
000006.SZ,19950704,19950711,1.0,3.0,0.0,0.017064846416
000006.SZ,19940608,19940627,2.0,6.0,0.0,0.015467904099
000006.SZ,19930526,19930607,0.0,3.0,0.0,0.0
