fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002461.SZ,20250605,20250612,1.7,0,0,0.014834205934
002461.SZ,20240530,20240607,1.25,0,0,0.015683814304
002461.SZ,20230601,20230609,1.2,0,0,0.013559322034
002461.SZ,20220601,20220610,1.2,0,0,0.015132408575
002461.SZ,20210604,20210615,1.15,0,0,0.010026155187
002461.SZ,20200508,20200515,1.0,0,0,0.011614401858
002461.SZ,20190508,20190515,1.0,0,0,0.014471780029
002461.SZ,20180508,20180514,1.0,10,10,0.008488964346
002461.SZ,20170506,20170512,0.6,0,0,0.005420054201
002461.SZ,20160523,20160530,0.5,0,0,0.004340277778
002461.SZ,20150505,20150513,0.3,0,0,0.001732101617
002461.SZ,20140605,20140611,0.15,0,0,0.001021798365
002461.SZ,20130605,20130614,0.1,0,0,0.001035196687
002461.SZ,20110513,20110520,0.5,0,0,0.002815315315
