fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601890.SH,20250905,20250912,0.4,0.0,0,0.004098360656
601890.SH,20250613,20250620,1.0,0.0,0,0.011273957159
601890.SH,20240607,20240617,1.05,0.0,0,0.013671875
601890.SH,20230609,20230619,0.5,0.0,0,0.004664179104
601890.SH,20220609,20220616,0.4,0.0,0,0.005256241787
601890.SH,20210609,20210618,0.3,0.0,0,0.004983388704
601890.SH,20200601,20200608,0.3,0.0,0,0.005357142857
601890.SH,20180612,20180620,0.2,0.0,0,0.004739336493
601890.SH,20170613,20170620,0.3,0.0,0,0.003348214286
601890.SH,20160620,20160627,0.6,0.0,0,0.006928406467
601890.SH,20150603,20150609,0.5,10.5,10,0.001579279848
601890.SH,20130620,20130626,0.6,0.0,0,0.009584664537
601890.SH,20120607,20120613,1.0,0.0,0,0.01221001221
601890.SH,20110601,20110608,1.5,3.0,3,0.008939213349
