fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
001206.SZ,202510,20250930,0.85,8.33,11.9976650587,7.1300311835,0,0,14.9708783983
001206.SZ,202508,20250630,0.55,5.46,11.5045093801,4.639577253,0,0,15.6700190575
001206.SZ,202504,20250331,0.29,2.91,11.1423182729,2.41137894,0,0,17.5705169437
001206.SZ,202504,20241231,1.18,11.76,11.9670820216,10.3012711891,0,0,16.496614796
001206.SZ,202410,20240930,0.82,8.3,11.4723067305,7.4782748069,0,0,11.940486822
001206.SZ,202408,20240630,0.51,5.23,11.7162530669,4.7905478832,0,0,10.0256948547
001206.SZ,202404,20240331,0.23,2.36,11.0196118436,2.1105104041,0,0,10.4291064124
001206.SZ,202404,20231231,0.56,5.7,7.7208000033,5.162223116,0,0,10.6000151985
001206.SZ,202310,20230930,0.47,4.81,8.8627626291,4.3530618173,0,0,9.0546324238
001206.SZ,202308,20230630,0.24,2.48,7.1561256535,2.2534974315,0,0,9.2599064708
001206.SZ,202304,20230331,-0.01,-0.12,-0.7945572278,-0.1125336396,0,0,9.0659499573
001206.SZ,202303,20221231,0.81,8.54,9.9272236385,7.5513332659,0,0,10.3752203754
001206.SZ,202210,20220930,0.69,7.21,11.116149324,6.3601585164,0,0,11.5378188014
001206.SZ,202208,20220630,0.35,3.74,8.9301420639,3.3193052629,0,0,12.2972629799
001206.SZ,202204,20220331,0.14,1.06,5.1960395326,0.9285631089,0,0,11.8483561879
001206.SZ,202204,20211231,0.96,8.65,8.7087200117,7.9229090578,0,0,12.3093669412
001206.SZ,202110,20210930,0.91,8.64,10.9566041645,7.2938359944,0,0,10.9163995222
001206.SZ,202108,20210630,0.81,6.67,10.530573761,4.2903348464,0,0,8.0935354398
001206.SZ,202105,20210331,0.47,4.56,10.7410695501,3.6004747069,0,0,20.269861372
001206.SZ,202104,20201231,2.75,31.62,15.6696890516,24.3475209374,0,0,21.9246987769
001206.SZ,202110,20200930,2.38,,18.2286293109,,0,0,
001206.SZ,202010,20200630,1.57,19.39,18.9420902729,14.9393264487,0,0,21.7227484727
001206.SZ,202105,20200331,0.4,5.32,12.8562098318,,0,0,
001206.SZ,202005,20191231,1.73,31.17,10.3874901232,18.2270773698,0,0,24.4235450205
001206.SZ,201908,20190630,0.75,15.49,8.8965518658,8.8185372702,0,0,42.4980021476
001206.SZ,201904,20181231,0.83,13.82,3.9182637843,7.6275597271,0,0,43.6651871634
001206.SZ,201808,20180630,0.01,0.26,0.1431833264,0.1355224365,0,0,51.2975414148
001206.SZ,201804,20171231,1.23,10.84,2.5675479017,4.5848370718,0,0,46.0294010888
001206.SZ,201708,20170630,1.16,11.06,4.9466893847,4.3654379768,0,0,59.0616567693
001206.SZ,201704,20161231,2.65,33.11,6.3077087699,10.29025101,0,0,64.1247894699
001206.SZ,201708,20160630,1.09,14.15,5.7715395035,,0,0,
001206.SZ,201704,20151231,1.3,20.1,3.046148988,4.9820080228,0,0,73.8385929342
001206.SZ,201608,20141231,0.07,2.24,0.2168519292,0.5913941227,0,0,72.7429751196
