fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000070.SZ,20200622,20200630,0.69,0,0,0.007172557173
000070.SZ,20190510,20190516,0.45,2,2,0.002770935961
000070.SZ,20180518,20180524,0.36,0,0,0.003813559322
000070.SZ,20170601,20170607,0.75,10,7,0.003381424707
000070.SZ,20160705,20160711,0.3,0,0,0.001073345259
000070.SZ,20150806,20150813,0.26,0,0,0.00102970297
000070.SZ,20140621,20140627,0.3,0,0,0.003184713376
000070.SZ,20130607,20130620,0.35,0,0,0.0042527339
000070.SZ,20050701,20050708,0.3,0,0,0.008595988539
000070.SZ,20020611,20020617,0.5,0,0,0.003799392097
000070.SZ,20010516,20010524,2.8,0,0,0.011258544431
