fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000510.SZ,20180608,20180615,0.4,0.0,0.0,0.006825938567
000510.SZ,20080725,20080801,0.53,0.0,0.0,0.011349036403
000510.SZ,20070703,20070710,0.42,0.0,0.0,0.005874125874
000510.SZ,20050602,20050609,0.5,0.0,0.0,0.018315018315
000510.SZ,20030528,20030605,0.25,3.0,2.0,0.00381097561
000510.SZ,20010524,20010531,0.0,6.0,6.0,0.0
000510.SZ,19960926,19961009,0.0,4.0,4.0,0.0
000510.SZ,19960523,19960528,0.0,2.0,0.0,0.0
000510.SZ,19950803,19950824,0.0,2.5,0.0,0.0
000510.SZ,19940812,19940823,0.0,3.0,0.0,0.0
000510.SZ,19930616,19930705,0.0,2.0,0.9,0.0
