fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
600783.SH,202510,20250930,0.43,6.8,545.1524926076,3.5096507241,0,0,48.7221182483
600783.SH,202508,20250630,0.29,4.68,532.8053471543,2.4144290472,0,0,49.6644211284
600783.SH,202504,20250331,-0.05,-0.84,-172.1809879538,-0.4290036748,0,0,47.8288740979
600783.SH,202504,20241231,0.22,3.48,191.0165957718,1.8132917131,0,0,47.1356754333
600783.SH,202410,20240930,0.42,6.54,526.5226845362,3.4942801863,0,0,45.6523766111
600783.SH,202408,20240630,0.32,5.01,596.8113454062,2.6632460751,0,0,46.6747420829
600783.SH,202404,20240331,-0.2,-3.35,-913.1729435691,-1.7510271618,0,0,48.0055610657
600783.SH,202404,20231231,0.34,5.56,317.4568182025,2.9595408346,0,0,46.5908640988
600783.SH,202310,20230930,0.04,0.66,38.7276147219,0.358510951,0,0,46.2267792987
600783.SH,202308,20230630,0.32,5.15,579.7497202938,2.7857132363,0,0,46.7849489143
600783.SH,202304,20230331,0.12,2.0,608.9797759472,1.0841867737,0,0,45.3078867174
600783.SH,202304,20221231,0.65,11.02,418.3898677495,6.1750760946,0,0,46.119991949
600783.SH,202210,20220930,0.06,1.0,57.6925911639,0.548311728,0,0,48.5694734165
600783.SH,202208,20220630,0.22,3.93,326.8633162106,2.2517967855,0,0,44.2720293014
600783.SH,202204,20220331,0.07,1.17,211.9912667281,0.6699518842,0,0,40.2769119351
600783.SH,202204,20211231,0.68,12.78,384.2791607334,7.6680159129,0,0,40.4518732056
600783.SH,202110,20210930,0.28,5.44,241.5685968859,3.2169628228,0,0,41.8995680803
600783.SH,202108,20210630,0.27,5.2,359.4411985569,3.0539991598,0,0,43.8534227103
600783.SH,202104,20210331,-0.07,-1.42,-207.084553765,-0.8018346651,0,0,43.6639101282
600783.SH,202104,20201231,0.45,9.1,279.8700336322,5.5888862871,0,0,40.2154664938
600783.SH,202010,20200930,0.61,12.09,600.7723469323,7.5126926756,0,0,38.4951501506
600783.SH,202008,20200630,0.05,0.93,75.8915251166,0.5595477153,0,0,40.1411467545
600783.SH,202004,20200331,-0.04,-0.84,-162.3990091621,-0.5321681293,0,0,38.5586960817
600783.SH,202004,20191231,0.3,6.24,101.3907095195,3.9366351283,0,0,34.8600963694
600783.SH,201910,20190930,0.09,1.93,44.5193746844,1.1854567916,0,0,39.776826756
600783.SH,201908,20190630,0.07,1.46,48.3475811962,0.9374528021,0,0,37.2256272468
600783.SH,201904,20190331,0.07,1.55,105.7917397394,1.0320576627,0,0,30.373514957
600783.SH,201904,20181231,0.25,5.25,91.5004568796,3.3372806003,0,0,34.8126499348
600783.SH,201810,20180930,0.29,5.99,144.6772106358,3.7441263562,0,0,37.0624701258
600783.SH,201808,20180630,0.32,6.54,244.6562183765,4.0823212731,0,0,37.1085880497
600783.SH,201804,20180331,0.04,0.77,60.1286810281,0.4732734756,0,0,37.7438391576
600783.SH,201804,20171231,0.06,1.19,20.3159080357,0.7788691625,0,0,34.885478757
600783.SH,201710,20170930,0.33,6.53,163.3159370765,4.352855426,0,0,32.2949700115
600783.SH,201708,20170630,0.25,4.97,185.7448145406,3.3506556585,0,0,30.7951474368
600783.SH,201704,20170331,0.02,0.45,41.5368787738,0.3142917467,0,0,33.0979216098
600783.SH,201704,20161231,0.5,10.41,202.9532619045,6.8430364206,0,0,31.4667180243
600783.SH,201610,20160930,0.45,9.26,244.4261891803,6.0069824254,0,0,34.0778267866
600783.SH,201608,20160630,0.41,8.6,352.8833745701,5.6880328422,0,0,30.3646130431
600783.SH,201604,20160331,0.05,1.19,119.1178524482,0.8007533373,0,0,31.9843511915
600783.SH,201704,20151231,0.3,6.67,125.0886795183,4.5763302319,0,0,32.4835353175
600783.SH,201510,20150930,0.31,6.84,167.3981779228,4.5801781762,0,0,31.4715336823
600783.SH,201508,20150630,0.3,6.6,238.2015044358,4.3723191208,0,0,31.1073089684
600783.SH,201504,20150331,0.1,2.21,197.6832629246,1.4158970159,0,0,32.073678284
600783.SH,201504,20141231,0.41,9.51,132.5205127322,6.5967120218,0,0,32.5275446204
600783.SH,201410,20140930,0.43,9.72,197.6176714658,6.7739892728,0,0,30.8328737996
600783.SH,201408,20140630,0.24,5.6,166.0979536148,3.8745589873,0,0,30.9939818908
600783.SH,201404,20140331,0.07,1.59,101.3566403728,1.0544006434,0,0,33.4792298363
