fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600089.SH,20250704,20250710,2.5,0,0,0.020064205457
600089.SH,20240628,20240704,2.0,0,0,0.01458789205
600089.SH,20230712,20230718,11.2,3,3,0.04927408711
600089.SH,20220617,20220623,5.8,0,0,0.02226487524
600089.SH,20210611,20210618,2.1,0,0,0.018800358102
600089.SH,20200630,20200706,1.65,0,0,0.022980501393
600089.SH,20190627,20190704,1.8,0,0,0.024657534247
600089.SH,20180628,20180705,2.1,0,0,0.030346820809
600089.SH,20170515,20170522,2.1,0,0,0.020750988142
600089.SH,20160629,20160706,1.801,0,0,0.020396375991
600089.SH,20150717,20150723,1.6,0,0,0.010329244674
600089.SH,20140610,20140616,1.33,0,0,0.014977477477
600089.SH,20130527,20130531,1.2,0,0,0.012917115178
600089.SH,20120525,20120531,0.8,0,0,0.010113780025
600089.SH,20110531,20110607,1.0,3,3,0.005586592179
600089.SH,20100429,20100506,1.0,0,0,0.005192107996
600089.SH,20090526,20090603,1.0,5,3,0.003258390355
600089.SH,20080514,20080520,0.25,3,1,0.000976181179
600089.SH,20070917,20070921,0.0,10,10,0.0
600089.SH,20070605,20070611,1.0,0,0,0.00489955904
600089.SH,20060808,20060814,0.909,0,0,0.008058510638
600089.SH,20050719,20050725,1.0,3,3,0.013368983957
600089.SH,20040608,20040614,1.0,0,0,0.009337068161
600089.SH,20030712,20030717,1.0,0,0,0.011467889908
600089.SH,20020617,20020624,1.0,0,0,0.010649627263
600089.SH,20010523,20010530,1.0,0,0,0.006570302234
600089.SH,20000329,20000404,0.0,6,4,0.0
600089.SH,19981128,19981204,0.0,6,6,0.0
600089.SH,19980717,19980722,2.0,0,0,0.00826446281
