fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601618.SH,20250715,20250721,0.56,0,0,0.018241042345
601618.SH,20240712,20240719,0.72,0,0,0.023076923077
601618.SH,20230717,20230725,0.83,0,0,0.020698254364
601618.SH,20220719,20220726,0.78,0,0,0.023008849558
601618.SH,20210712,20210716,0.75,0,0,0.023659305994
601618.SH,20200713,20200717,0.72,0,0,0.025441696113
601618.SH,20190711,20190719,0.7,0,0,0.023102310231
601618.SH,20180709,20180717,0.68,0,0,0.020543806647
601618.SH,20170710,20170718,0.6,0,0,0.011583011583
601618.SH,20160428,20160506,0.55,0,0,0.01354679803
601618.SH,20150709,20150715,0.5,0,0,0.007496251874
601618.SH,20140709,20140715,0.61,0,0,0.034857142857
601618.SH,20110802,20110808,0.47,0,0,0.013864306785
