fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002014.SZ,20250923,20250930,2.8,0,0,0.024390243902
002014.SZ,20250415,20250423,6.2,0,0,0.050529747351
002014.SZ,20240402,20240412,5.5,0,0,0.051740357479
002014.SZ,20230407,20230414,4.0,0,0,0.044493882091
002014.SZ,20220407,20220414,5.0,2,2,0.056053811659
002014.SZ,20210407,20210414,5.0,0,0,0.049407114625
002014.SZ,20200408,20200415,4.0,0,0,0.040201005025
002014.SZ,20190418,20190425,3.5,0,0,0.043370508055
002014.SZ,20180411,20180418,4.5,5,5,0.038330494037
002014.SZ,20170322,20170330,5.0,0,0,0.030102347983
002014.SZ,20160304,20160310,4.0,0,0,0.02567394095
002014.SZ,20150409,20150415,3.0,0,0,0.022556390977
002014.SZ,20140403,20140410,3.0,0,0,0.035587188612
002014.SZ,20130408,20130412,3.0,0,0,0.029761904762
002014.SZ,20120817,20120823,0.0,5,5,0.0
002014.SZ,20120211,20120220,3.0,0,0,0.02169197397
002014.SZ,20110310,20110317,4.0,3,3,0.016736401674
002014.SZ,20100510,20100514,4.5,0,0,0.024698133919
002014.SZ,20090413,20090417,2.5,0,0,0.021514629948
002014.SZ,20080412,20080418,3.0,0,0,0.028355387524
002014.SZ,20070825,20070830,0.0,2,2,0.0
002014.SZ,20070329,20070404,4.0,1,0,0.026490066225
002014.SZ,20060407,20060413,4.0,0,0,0.055096418733
002014.SZ,20050407,20050413,3.0,0,0,0.033783783784
002014.SZ,20040616,,2.5,0,0,0.020955574183
002014.SZ,20040616,,1.5,0,0,0.01257334451
002014.SZ,20040616,,5.0,0,0,0.041911148365
