fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002294.SZ,20250507,20250514,5.0,0,0,0.012860082305
002294.SZ,20240612,20240619,5.0,0,0,0.017889087657
002294.SZ,20230427,20230509,5.0,0,0,0.013877324452
002294.SZ,20220420,20220427,4.0,0,0,0.018630647415
002294.SZ,20200513,20200520,5.0,0,0,0.025458248473
002294.SZ,20190409,20190416,8.0,0,0,0.029444239971
002294.SZ,20180425,20180504,8.0,0,0,0.019370460048
002294.SZ,20170506,20170512,7.0,0,0,0.02345844504
002294.SZ,20160426,20160503,6.0,0,0,0.021428571429
002294.SZ,20150417,20150424,7.0,6,6,0.012946180877
002294.SZ,20140429,20140507,6.0,0,0,0.020387359837
002294.SZ,20130503,20130509,7.0,5,5,0.011842327863
002294.SZ,20120426,20120504,4.5,2,2,0.014677103718
002294.SZ,20110426,20110503,6.0,6,6,0.009741841208
002294.SZ,20100414,20100420,10.0,10,10,0.006414779652
