fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000802.SZ,20190606,20190613,0.6,0,0,0.005785920926
000802.SZ,20180517,20180523,0.41,0,0,0.003477523325
000802.SZ,20170505,20170512,0.77,0,0,0.005414908579
000802.SZ,20150506,20150512,0.2,0,0,0.000700525394
000802.SZ,20140609,20140613,0.2,0,0,0.001941747573
000802.SZ,20130515,20130521,0.3,10,10,0.003024193548
000802.SZ,20120615,20120625,0.2,0,0,0.002018163471
000802.SZ,20080617,20080623,0.2,0,0,0.00147601476
000802.SZ,20020720,20020729,0.5,0,0,0.003840245776
000802.SZ,20010620,20010628,0.8,0,0,0.003376952301
000802.SZ,20000609,20000616,0.8,0,0,0.004474272931
000802.SZ,19990715,19990721,0.5,0,0,0.003825554705
000802.SZ,19980722,19980728,0.5,0,0,0.004139072848
