fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000903.SZ,20220621,20220629,0.15,0,0,0.004731861199
000903.SZ,20210722,20210729,0.35,0,0,0.010057471264
000903.SZ,20200617,20200624,0.3,0,0,0.005385996409
000903.SZ,20190613,20190620,0.45,0,0,0.015957446809
000903.SZ,20180629,20180709,0.45,0,0,0.017928286853
000903.SZ,20170605,20170612,0.8,10,7,0.009090909091
000903.SZ,20160514,20160520,0.7,0,0,0.010752688172
000903.SZ,20150703,20150710,0.6,0,0,0.004842615012
000903.SZ,20140630,20140707,0.7,0,0,0.014613778706
000903.SZ,20130523,20130529,0.5,0,0,0.00904159132
000903.SZ,20120606,20120612,0.5,0,0,0.010775862069
000903.SZ,20110512,20110519,2.0,8,8,0.013289036545
000903.SZ,20100417,20100423,2.5,0,0,0.016711229947
000903.SZ,20090506,20090513,1.5,0,0,0.01582278481
000903.SZ,20080416,20080423,2.5,0,0,0.02406159769
000903.SZ,20070406,20070412,2.5,5,5,0.009865824783
000903.SZ,20060406,20060412,2.5,0,0,0.057077625571
000903.SZ,20050609,20050616,2.5,0,0,0.052966101695
000903.SZ,20040417,20040423,3.5,0,0,0.034687809713
000903.SZ,20030422,20030429,3.5,0,0,0.02700617284
000903.SZ,20020406,20020415,3.6,0,0,0.0262199563
000903.SZ,20010512,20010518,3.5,0,0,0.023178807947
000903.SZ,19990821,19990826,2.0,0,0,0.020491803279
