fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601319.SH,20251205,20251212,0.75,0,0,0.008823529412
601319.SH,20250801,20250808,1.17,0,0,0.013978494624
601319.SH,20250106,20250110,0.63,0,0,0.009170305677
601319.SH,20240802,20240809,1.56,0,0,0.027807486631
601319.SH,20230721,20230728,1.66,0,0,0.0261829653
601319.SH,20220722,20220729,1.47,0,0,0.030371900826
601319.SH,20211202,20211209,0.17,0,0,0.003571428571
601319.SH,20210722,20210729,1.2,0,0,0.022429906542
601319.SH,20201130,20201208,0.36,0,0,0.005224963716
601319.SH,20200813,20200821,1.16,0,0,0.015283267457
601319.SH,20190813,20190820,0.457,0,0,0.00530162413
