fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601566.SH,20250530,20250609,3.0,0,0,0.032397408207
601566.SH,20240529,20240606,3.0,0,0,0.030769230769
601566.SH,20230529,20230602,1.0,0,0,0.008710801394
601566.SH,20220524,20220530,5.0,0,0,0.058823529412
601566.SH,20210602,20210608,5.0,0,0,0.042771599658
601566.SH,20200525,20200529,6.5,0,0,0.067148760331
601566.SH,20190529,20190604,10.0,0,0,0.070175438596
601566.SH,20180525,20180601,10.0,0,0,0.058513750731
601566.SH,20170518,20170525,10.0,0,0,0.053361792956
601566.SH,20160525,20160601,5.0,0,0,0.03084515731
601566.SH,20150521,20150527,10.0,0,0,0.026581605529
601566.SH,20140517,20140523,7.0,0,0,0.058972198821
601566.SH,20130607,20130619,7.0,0,0,0.047043010753
601566.SH,20120525,20120531,6.0,0,0,0.023971234519
