fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002533.SZ,20250515,20250522,2.5,0,0,0.025
002533.SZ,20241022,20241030,2.0,0,0,0.01996007984
002533.SZ,20240514,20240522,4.0,0,0,0.040201005025
002533.SZ,20230512,20230519,3.5,0,0,0.042787286064
002533.SZ,20220429,20220511,3.0,0,0,0.046728971963
002533.SZ,20210519,20210526,2.5,0,0,0.045126353791
002533.SZ,20200513,20200519,2.5,0,0,0.04295532646
002533.SZ,20190426,20190508,1.5,0,0,0.028462998102
002533.SZ,20180515,20180521,1.0,0,0,0.017361111111
002533.SZ,20170504,20170510,1.5,0,0,0.018337408313
002533.SZ,20160428,20160505,1.0,0,0,0.009380863039
002533.SZ,20150509,20150515,1.0,0,0,0.009191176471
002533.SZ,20140423,20140429,1.2,6,6,0.017045454545
002533.SZ,20130605,20130617,1.2,0,0,0.0204778157
002533.SZ,20120329,20120409,1.0,2,2,0.011709601874
002533.SZ,20110418,20110425,2.0,10,10,0.005699629524
