fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600570.SH,20250530,20250606,1.0,0,0.0,0.00365230095
600570.SH,20240604,20240611,1.3,0,0.0,0.006704486849
600570.SH,20230609,20230619,1.3,0,0.0,0.00291218638
600570.SH,20220812,20220818,1.0,3,0.0,0.002412545235
600570.SH,20210712,20210716,1.0,4,0.0,0.001156069364
600570.SH,20200529,20200605,5.3,3,0.0,0.004857928506
600570.SH,20190509,20190515,3.2,3,0.0,0.003848466627
600570.SH,20180518,20180524,2.9,0,0.0,0.00471468054
600570.SH,20170503,20170510,1.0,0,0.0,0.002582644628
600570.SH,20160523,20160530,2.6,0,0.0,0.004501385042
600570.SH,20150522,20150529,1.8,0,0.0,0.001501125844
600570.SH,20140519,20140523,1.6,0,0.0,0.006104540252
600570.SH,20130508,20130514,1.0,0,0.0,0.007490636704
600570.SH,20120612,20120618,0.8,0,0.0,0.005594405594
600570.SH,20110511,20110517,0.5,0,0.0,0.003322259136
600570.SH,20100430,20100510,0.5,4,0.0,0.002202643172
600570.SH,20090416,20090423,1.0,5,2.5,0.00577700751
600570.SH,20080522,20080528,0.7,6,0.0,0.002482269504
600570.SH,20070417,20070423,1.0,3,3.0,0.004214075011
600570.SH,20060525,20060601,1.1,4,4.0,0.013110846246
600570.SH,20050526,20050601,2.0,5,5.0,0.022650056625
600570.SH,20040531,20040604,4.3,0,0.0,0.021382396818
