fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601718.SH,20240803,20240809,0.3,0,0,0.01185770751
601718.SH,20230803,20230809,0.3,0,0,0.009836065574
601718.SH,20200713,20200720,0.3,0,0,0.008196721311
601718.SH,20190809,20190815,0.1,0,0,0.00269541779
601718.SH,20180808,20180815,1.7,0,0,0.03981264637
601718.SH,20170712,20170719,0.48,0,0,0.005741626794
601718.SH,20160630,20160707,0.46,0,0,0.005476190476
601718.SH,20150708,20150715,0.46,0,0,0.003685897436
601718.SH,20140705,20140711,0.38,0,0,0.015079365079
601718.SH,20130702,20130708,0.3,0,0,0.012096774194
601718.SH,20120710,20120716,0.25,0,0,0.008064516129
601718.SH,20111020,20111026,0.25,0,0,0.006112469438
