fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600809.SH,20250701,20250707,36.0,0,0,0.020489470689
600809.SH,20250120,20250124,24.6,0,0,0.013892026203
600809.SH,20240628,20240705,43.7,0,0,0.021703501366
600809.SH,20230615,20230626,33.2,0,0,0.016306483301
600809.SH,20220622,20220628,18.0,0,0,0.005633802817
600809.SH,20210629,20210705,2.0,4,0,0.000460956947
600809.SH,20200612,20200619,9.0,0,0,0.006747132469
600809.SH,20190815,20190821,7.5,0,0,0.010563380282
600809.SH,20180810,20180817,6.0,0,0,0.01254180602
600809.SH,20170707,20170714,5.5,0,0,0.016656571775
600809.SH,20160701,20160708,3.2,0,0,0.013071895425
600809.SH,20140609,20140616,3.5,0,0,0.025584795322
600809.SH,20130621,20130627,8.0,0,0,0.02860207365
600809.SH,20120606,20120612,5.0,10,0,0.006706008584
600809.SH,20110616,20110622,5.0,0,0,0.007626601586
600809.SH,20100621,20100625,5.0,0,0,0.011066843736
600809.SH,20090731,20090806,4.0,0,0,0.011267605634
600809.SH,20080806,20080812,1.6,0,0,0.014414414414
600809.SH,20070601,20070607,4.5,0,0,0.012427506214
600809.SH,20060705,20060711,2.0,0,0,0.012507817386
600809.SH,20050712,20050718,1.5,0,0,0.022189349112
600809.SH,20040702,20040708,0.7,0,0,0.011666666667
600809.SH,20030628,20030704,0.24,0,0,0.003779527559
600809.SH,20020816,20020822,0.6,0,0,0.007168458781
600809.SH,19980723,19980728,1.0,0,0,0.015948963317
600809.SH,19970924,19970930,1.0,0,0,0.016286644951
600809.SH,19960717,19960723,0.0,1,0,0.0
600809.SH,19950511,19950516,2.19,0,0,0.051650943396
