fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002108.SZ,20250520,20250527,1.0,0,0,0.027027027027
002108.SZ,20240521,20240527,1.0,0,0,0.027700831025
002108.SZ,20230519,20230526,1.0,0,0,0.022522522523
002108.SZ,20220524,20220531,0.5,0,0,0.01002004008
002108.SZ,20210507,20210514,1.0,0,0,0.021459227468
002108.SZ,20200603,20200610,0.5,0,0,0.013927576602
002108.SZ,20190529,20190606,1.0,0,0,0.023923444976
002108.SZ,20180512,20180518,2.0,3,3,0.024301336574
002108.SZ,20170601,20170609,1.6,7,7,0.00701754386
002108.SZ,20160511,20160518,1.6,0,0,0.007302601552
002108.SZ,20150603,20150609,0.5,7,5,0.001673360107
002108.SZ,20140630,20140707,2.0,0,0,0.01568627451
002108.SZ,20130507,20130514,1.8,0,0,0.018575851393
002108.SZ,20120322,20120329,1.0,0,0,0.01246882793
002108.SZ,20110518,20110525,0.3,8,6,0.001769911504
002108.SZ,20100508,20100517,1.0,7,5,0.00418760469
002108.SZ,20090616,20090623,3.0,2,2,0.014598540146
002108.SZ,20080508,20080514,4.3,0,0,0.027724049001
002108.SZ,20070420,20070427,4.0,0,0,0.019056693664
