fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000028.SZ,20250618,20250625,3.66,0.0,0,0.014651721377
000028.SZ,20240619,20240625,6.8,0.0,0,0.020731707317
000028.SZ,20230525,20230601,8.0,3.0,3,0.013675213675
000028.SZ,20220611,20220617,6.0,0.0,0,0.020215633423
000028.SZ,20210611,20210621,8.0,0.0,0,0.020838760094
000028.SZ,20200610,20200618,6.0,0.0,0,0.012450715916
000028.SZ,20190611,20190619,4.0,0.0,0,0.009952724558
000028.SZ,20180606,20180613,3.0,0.0,0,0.005738332058
000028.SZ,20170614,20170620,3.3,0.0,0,0.004231311707
000028.SZ,20160524,20160530,3.0,0.0,0,0.004945598417
000028.SZ,20150516,20150522,2.0,0.0,0,0.002456700651
000028.SZ,20140522,20140528,1.8,0.0,0,0.004587155963
000028.SZ,20130530,20130607,1.8,0.0,0,0.005662157911
000028.SZ,20120613,20120619,1.3,0.0,0,0.004795278495
000028.SZ,20110609,20110616,1.2,0.0,0,0.004615384615
000028.SZ,20100605,20100617,1.0,0.0,0,0.003134796238
000028.SZ,20090604,20090610,1.0,0.0,0,0.005627462015
000028.SZ,20070704,20070710,0.9,0.0,0,0.007627118644
000028.SZ,20060706,20060713,0.38,0.0,0,0.005612998523
000028.SZ,20000902,20000911,0.0,8.0,8,0.0
000028.SZ,19970721,19970729,1.18,0.0,0,0.011979695431
000028.SZ,19961107,19961112,0.0,2.0,2,0.0
000028.SZ,19960704,19960716,0.55,0.5,0,0.008943089431
000028.SZ,19950819,19950906,0.25,1.0,0,0.00398089172
000028.SZ,19940820,19940831,0.25,1.0,0,0.004980079681
