fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601611.SH,20251113,20251120,0.1,0,0,0.000828500414
601611.SH,20250731,20250807,0.94,0,0,0.009978768577
601611.SH,20240725,20240801,0.87,0,0,0.010847880299
601611.SH,20230719,20230726,0.79,0,0,0.009924623116
601611.SH,20220712,20220719,0.72,0,0,0.008342989571
601611.SH,20210706,20210713,0.65,0,0,0.009154929577
601611.SH,20200707,20200714,0.56,0,0,0.007943262411
601611.SH,20190719,20190725,0.56,0,0,0.007329842932
601611.SH,20180709,20180717,0.5,0,0,0.006369426752
601611.SH,20170706,20170713,0.7,0,0,0.005922165821
