fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601600.SH,20251011,20251017,1.23,0,0,0.014105504587
601600.SH,20250801,20250808,1.35,0,0,0.017904509284
601600.SH,20241220,20241227,0.82,0,0,0.011021505376
601600.SH,20240719,20240726,0.8,0,0,0.011887072808
601600.SH,20230811,20230818,0.36,0,0,0.005960264901
601600.SH,20220813,20220819,0.318,0,0,0.006958424508
601600.SH,20110715,20110721,0.114,0,0,0.001056533828
601600.SH,20081210,20081217,0.52,0,0,0.006727037516
601600.SH,20080617,20080623,0.53,0,0,0.004067536454
601600.SH,20071017,20071024,1.37,0,0,0.002758759565
601600.SH,20070717,20070724,1.15,0,0,0.005215419501
