fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
603259.SH,20250920,20250926,3.5,0,0,0.003259452412
603259.SH,20250515,20250521,9.8169,0,0,0.015666932652
603259.SH,20240620,20240626,9.8974,0,0,0.024444060262
603259.SH,20230608,20230614,8.9266,0,0,0.012972823717
603259.SH,20220602,20220609,5.174,0,0,0.004927619048
603259.SH,20210602,20210608,3.63,2,2,0.002064376706
603259.SH,20200529,20200604,3.37,4,4,0.002990770323
603259.SH,20190626,20190702,5.8002,4,4,0.006366849616
603259.SH,20260324,,15.7927,0,0,0.016671276259
603259.SH,20260324,,0.0,0,0,0.0
