fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601727.SH,20210730,20210809,0.7178,0,0,0.016693023256
601727.SH,20190731,20190808,0.6146,0,0,0.01246653144
601727.SH,20180821,20180828,0.9195,0,0,0.018064833006
601727.SH,20150625,20150702,0.5873,0,0,0.004162296244
601727.SH,20140815,20140822,0.7465,0,0,0.018251833741
601727.SH,20130809,20130816,0.637,0,0,0.018958333333
601727.SH,20120716,20120720,0.764,0,0,0.017403189066
601727.SH,20110629,20110705,0.651,0,0,0.009260312945
601727.SH,20101129,20101203,0.589,0,0,0.007037037037
601727.SH,20090804,20090810,0.61,0,0,0.005272255834
601727.SH,20090425,20090504,0.56,0,0,0.006444188723
601727.SH,20100410,,0.588,0,0,0.007286245353
