fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000593.SZ,20150602,20150608,0.2,0,0,0.001166180758
000593.SZ,20140523,20140530,0.7,0,0,0.011164274322
000593.SZ,20120920,20120928,0.6,0,0,0.009104704097
000593.SZ,20020606,20020613,0.0,1,0,0.0
000593.SZ,20010426,20010509,0.0,10,8,0.0
000593.SZ,20000630,20000707,2.0,0,0,0.009638554217
000593.SZ,19990601,19990610,1.0,0,0,0.006963788301
000593.SZ,19980317,19971224,0.0,0,0,0.0
000593.SZ,19970712,19970723,2.0,0,0,0.016181229773
000593.SZ,19960625,19960701,0.0,4,0,0.0
