fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002063.SZ,20250701,20250708,0.3,0.0,0,0.004991680532
002063.SZ,20240702,20240710,0.26,0.0,0,0.005019305019
002063.SZ,20230622,20230703,0.5,2.0,0,0.005760368664
002063.SZ,20220628,20220705,0.5,2.0,0,0.006060606061
002063.SZ,20210622,20210629,0.5,2.0,0,0.005347593583
002063.SZ,20200702,20200710,0.55,3.0,1,0.00369872226
002063.SZ,20190606,20190614,0.5,0.0,0,0.006031363088
002063.SZ,20180718,20180726,0.5,4.0,2,0.005555555556
002063.SZ,20170705,20170712,0.5,0.0,0,0.004798464491
002063.SZ,20160616,20160622,0.5,0.0,0,0.00365230095
002063.SZ,20150626,20150702,0.756007,3.024029,0,0.002609620297
002063.SZ,20140515,20140522,0.5,0.0,0,0.00234741784
002063.SZ,20130709,20130716,2.0,0.0,0,0.013495276653
002063.SZ,20120505,20120511,2.2,3.0,0,0.011464304325
002063.SZ,20110513,20110519,0.9952,2.9855,0,0.004155323591
002063.SZ,20100525,20100601,1.0,3.0,1,0.003558718861
002063.SZ,20090427,20090504,0.0,8.0,8,0.0
002063.SZ,20080519,20080523,2.0,0.0,0,0.012353304509
002063.SZ,20070718,20070725,2.0,0.0,0,0.008196721311
