fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601872.SH,20251017,20251024,0.7,0,0,0.008235294118
601872.SH,20250612,20250619,1.56,0,0,0.023388305847
601872.SH,20241023,20241031,1.0,0,0,0.014684287812
601872.SH,20240716,20240723,2.38,0,0,0.02934648582
601872.SH,20230613,20230620,1.9,0,0,0.03064516129
601872.SH,20220629,20220707,1.1,0,0,0.018518518519
601872.SH,20210617,20210624,1.24,2,2,0.021565217391
601872.SH,20200617,20200624,1.0,0,0,0.017391304348
601872.SH,20190710,20190717,0.58,0,0,0.013679245283
601872.SH,20180706,20180713,0.35,0,0,0.010204081633
601872.SH,20170718,20170726,1.0,0,0,0.019379844961
601872.SH,20160616,20160622,0.66,0,0,0.013865546218
601872.SH,20150601,20150605,0.13,0,0,0.001375661376
601872.SH,20130713,20130719,0.06,0,0,0.003092783505
601872.SH,20121120,20121126,0.0,1,1,0.0
601872.SH,20120619,20120626,0.1,0,0,0.003058103976
601872.SH,20110621,20110627,0.44,0,0,0.011398963731
601872.SH,20100610,20100621,0.2,0,0,0.004474272931
601872.SH,20090707,20090714,1.0,0,0,0.01579778831
601872.SH,20080709,20080715,0.71,0,0,0.009971910112
601872.SH,20070604,20070608,0.42,0,0,0.004022988506
