fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002333.SZ,20250510,20250520,0.1,0,0,0.00184501845
002333.SZ,20240605,20240613,0.35,0,0,0.006140350877
002333.SZ,20190705,20190712,2.0,0,0,0.042462845011
002333.SZ,20170602,20170608,1.0,0,0,0.007468259895
002333.SZ,20160520,20160527,2.0,10,10,0.010309278351
002333.SZ,20150515,20150521,3.0,0,0,0.014097744361
002333.SZ,20140605,20140611,2.0,0,0,0.019493177388
002333.SZ,20130521,20130528,2.0,0,0,0.021621621622
002333.SZ,20120627,20120703,1.5,0,0,0.014245014245
002333.SZ,20110411,20110418,1.0,0,0,0.006675567423
002333.SZ,20100601,20100609,3.0,6,6,0.012510425354
