fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000553.SZ,20230531,20230606,0.27,0,0,0.003143189756
000553.SZ,20220531,20220607,0.08,0,0,0.000675675676
000553.SZ,20210703,20210709,0.16,0,0,0.0016985138
000553.SZ,20200620,20200630,0.12,0,0,0.001324503311
000553.SZ,20190717,20190724,0.97,0,0,0.009661354582
000553.SZ,20180808,20180815,0.63,0,0,0.00438718663
000553.SZ,20160607,20160615,0.25,0,0,0.002336448598
000553.SZ,20150418,20150427,1.0,0,0,0.006184291899
000553.SZ,20140415,20140422,0.5,0,0,0.003597122302
000553.SZ,20130601,20130607,0.5,0,0,0.005727376861
000553.SZ,20090605,20090612,0.5,0,0,0.005720823799
000553.SZ,20070703,20070709,0.0,10,10,0.0
000553.SZ,20000718,20000724,1.0,0,0,0.008920606601
000553.SZ,19980804,19980812,1.9,0,0,0.02613480055
000553.SZ,19970709,19970721,3.5,0,0,0.033238366572
000553.SZ,19960719,19960725,3.0,0,0,0.030518819939
000553.SZ,19950630,19950704,2.5,0,0,0.069637883008
000553.SZ,19940421,19940427,0.0,2,0,0.0
