fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000407.SZ,20260203,20260210,0.15,0,0,0.002912621359
000407.SZ,20250630,20250707,0.42,0,0,0.012316715543
000407.SZ,20240717,20240725,0.55,0,0,0.021653543307
000407.SZ,20230706,20230714,0.2,0,0,0.005405405405
000407.SZ,20220707,20220715,0.35,0,0,0.009433962264
000407.SZ,20210623,20210630,0.2,0,0,0.004901960784
000407.SZ,20200611,20200619,0.35,0,0,0.010670731707
000407.SZ,20160715,20160725,0.2,0,0,0.002971768202
000407.SZ,20110428,20110506,0.6,3,0,0.007290400972
000407.SZ,20090521,20090527,1.0,4,2,0.008354218881
000407.SZ,20040602,20040609,0.5,2,2,0.009293680297
000407.SZ,20030606,20030613,1.0,0,0,0.016420361248
000407.SZ,20011109,20011115,2.0,0,0,0.025348542459
000407.SZ,19991012,19991019,0.5,5,3,0.003965107058
000407.SZ,19980610,19980617,0.5,5,3,0.003289473684
000407.SZ,19961008,19961011,0.0,3,0,0.0
000407.SZ,20260325,,0.45,0,0,0.009297520661
000407.SZ,20260325,,0.0,0,0,0.0
