fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002095.SZ,20250529,20250606,0.5,0,0,0.002593360996
002095.SZ,20240614,20240621,0.5,0,0,0.004091653028
002095.SZ,20230614,20230621,0.5,0,0,0.002069536424
002095.SZ,20210716,20210723,0.5,0,0,0.003671071953
002095.SZ,20200716,20200723,0.5,0,0,0.002376425856
002095.SZ,20190703,20190710,0.5,0,0,0.002208480565
002095.SZ,20180630,20180706,0.5,0,0,0.001486325803
002095.SZ,20170608,20170614,0.5,0,0,0.001471453796
002095.SZ,20150612,20150619,0.5,2,1,0.00048828125
002095.SZ,20140429,20140507,2.0,3,3,0.007454342154
002095.SZ,20130516,20130523,1.0,0,0,0.004982561036
002095.SZ,20120601,20120608,1.0,0,0,0.00786163522
002095.SZ,20110509,20110516,1.0,2,2,0.004775549188
002095.SZ,20100423,20100429,2.0,5,5,0.004945598417
002095.SZ,20090623,20090630,1.0,0,0,0.003787878788
002095.SZ,20080602,20080610,1.0,5,5,0.001953888238
002095.SZ,20070609,20070618,3.0,0,0,0.003731343284
