fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601700.SH,20250703,20250709,0.2,0,0,0.004201680672
601700.SH,20240613,20240619,0.5,0,0,0.010570824524
601700.SH,20230614,20230620,0.1,0,0,0.001897533207
601700.SH,20220523,20220527,0.5,0,0,0.010638297872
601700.SH,20210507,20210514,1.0,0,0,0.022573363431
601700.SH,20190524,20190531,1.8,0,0,0.026315789474
601700.SH,20180629,20180705,1.0,0,0,0.028409090909
601700.SH,20170609,20170615,1.5,0,0,0.024671052632
601700.SH,20160603,20160613,1.5,0,0,0.019379844961
601700.SH,20150506,20150513,4.3,15,15,0.011729405346
601700.SH,20140425,20140505,3.2,0,0,0.019680196802
601700.SH,20130327,20130402,5.0,10,10,0.027578599007
601700.SH,20120605,20120611,2.0,0,0,0.013368983957
601700.SH,20110510,20110516,3.5,0,0,0.013430544896
