fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
600789.SH,20250621,20250627,1.12,0,0,0.011144278607
600789.SH,20241211,20241218,0.2,0,0,0.002344665885
600789.SH,20240613,20240621,0.9,0,0,0.012345679012
600789.SH,20230720,20230726,0.55,0,0,0.008196721311
600789.SH,20220712,20220718,0.5,0,0,0.007751937984
600789.SH,20210702,20210712,0.55,0,0,0.007575757576
600789.SH,20200716,20200723,0.45,0,0,0.004522613065
600789.SH,20190612,20190619,0.4,3,3,0.004744958482
600789.SH,20180703,20180710,0.3,0,0,0.002782931354
600789.SH,20170615,20170622,0.2,0,0,0.002547770701
600789.SH,20120709,20120716,0.2,0,0,0.004184100418
600789.SH,20040608,20040615,0.6,0,0,0.012658227848
600789.SH,20031218,20031224,1.0,0,0,0.017391304348
600789.SH,20020625,20020701,0.8,0,0,0.009132420091
600789.SH,20010629,20010706,0.8,0,0,0.007797270955
600789.SH,20000705,20000711,0.6,0,0,0.005698005698
600789.SH,19980523,19980529,1.2,1,1,0.013245033113
600789.SH,19970429,19970506,2.0,0,0,0.016129032258
