fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002116.SZ,20250618,20250626,3.09379,0.0,0.0,0.029662416107
002116.SZ,20240621,20240628,2.6165,0.0,0.0,0.027340647858
002116.SZ,20230520,20230529,1.854,0.0,0.0,0.016553571429
002116.SZ,20220618,20220624,1.433,0.0,0.0,0.015100105374
002116.SZ,20210616,20210623,0.838,0.0,0.0,0.013134796238
002116.SZ,20200620,20200630,0.671,0.0,0.0,0.009668587896
002116.SZ,20190621,20190628,2.5,0.0,0.0,0.023386342376
002116.SZ,20180608,20180615,2.2,0.0,0.0,0.026993865031
002116.SZ,20170623,20170629,2.0,0.0,0.0,0.016233766234
002116.SZ,20160725,20160729,3.0,0.0,0.0,0.020618556701
002116.SZ,20150605,20150611,2.0,3.0,0.0,0.007945967422
002116.SZ,20140620,20140627,2.678774,4.960693,3.968555,0.017858493333
002116.SZ,20130620,20130626,2.3,0.0,0.0,0.019827586207
002116.SZ,20120615,20120621,3.5,8.0,8.0,0.014906303237
002116.SZ,20110622,20110628,3.2,0.0,0.0,0.016824395373
002116.SZ,20100619,20100628,3.0,0.0,0.0,0.016348773842
002116.SZ,20090421,20090428,2.6,0.0,0.0,0.019259259259
002116.SZ,20080617,20080623,2.1,0.0,0.0,0.013953488372
002116.SZ,20070620,20070626,1.6,0.0,0.0,0.006622516556
