fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
601899.SH,20250924,20250930,2.2,0,0,0.007646854362
601899.SH,20250605,20250613,2.8,0,0,0.014388489209
601899.SH,20240803,20240809,1.0,0,0,0.006574621959
601899.SH,20240604,20240611,2.0,0,0,0.011261261261
601899.SH,20231219,20231225,0.5,0,0,0.004118616145
601899.SH,20230609,20230615,2.0,0,0,0.016835016835
601899.SH,20220606,20220610,2.0,0,0,0.019455252918
601899.SH,20210703,20210709,1.2,0,0,0.01233299075
601899.SH,20200710,20200717,1.0,0,0,0.018382352941
601899.SH,20190704,20190711,1.0,0,0,0.027932960894
601899.SH,20180622,20180629,0.9,0,0,0.024725274725
601899.SH,20170728,20170804,0.6,0,0,0.015957446809
601899.SH,20160715,20160722,0.6,0,0,0.016304347826
601899.SH,20150703,20150709,0.8,0,0,0.021680216802
601899.SH,20140630,20140707,0.8,0,0,0.036199095023
601899.SH,20130629,20130705,1.0,0,0,0.0395256917
601899.SH,20120629,20120706,1.0,0,0,0.025773195876
601899.SH,20110627,20110704,1.0,5,5,0.013698630137
601899.SH,20100604,20100610,1.0,0,0,0.014005602241
601899.SH,20090525,20090603,1.0,0,0,0.010080645161
601899.SH,20080711,20080718,0.9,0,0,0.011138613861
601899.SH,20260321,,3.8,0,0,0.011841695232
601899.SH,20260321,,3.8,0,0,0.011841695232
