fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
000597.SZ,20250617,20250623,1.0,0.0,0.0,0.019342359768
000597.SZ,20240515,20240523,1.0,0.0,0.0,0.021459227468
000597.SZ,20230509,20230516,1.0,0.0,0.0,0.017825311943
000597.SZ,20220520,20220527,0.14,0.0,0.0,0.00261682243
000597.SZ,20210521,20210527,0.08,0.0,0.0,0.00162601626
000597.SZ,20200514,20200520,0.0,4.9,4.9,0.0
000597.SZ,20190918,20190924,0.0,4.9,4.9,0.0
000597.SZ,20100424,20100430,1.2,0.0,0.0,0.00586797066
000597.SZ,20090623,20090629,1.0,0.0,0.0,0.004755111745
000597.SZ,20080415,20080421,0.7,0.0,0.0,0.005636070853
000597.SZ,19990724,19990729,0.0,2.0,0.0,0.0
000597.SZ,19980704,19980710,0.0,3.0,3.0,0.0
