fs_code,ann_date,divident_date,cash_div,stock_div,stock_ratio,bonus_ratio
002037.SZ,20220805,20220811,0.43,0,0,0.004735682819
002037.SZ,20210714,20210722,0.52,0,0,0.00834670947
002037.SZ,20200711,20200720,0.6,0,0,0.008823529412
002037.SZ,20190816,20190823,0.73,0,0,0.010195530726
002037.SZ,20180616,20180625,0.47,0,0,0.005845771144
002037.SZ,20170614,20170621,0.4,0,0,0.003028009084
002037.SZ,20160702,20160708,0.5,0,0,0.003043213634
002037.SZ,20150717,20150723,1.5,0,0,0.003951527924
002037.SZ,20140606,20140613,1.5,0,0,0.016111707841
002037.SZ,20130603,20130607,2.0,6,6,0.009425070688
002037.SZ,20120515,20120522,2.0,0,0,0.009289363679
002037.SZ,20110415,20110421,2.0,0,0,0.00782778865
002037.SZ,20100506,20100513,0.5,3,3,0.002878526195
002037.SZ,20090520,20090527,1.0,1,1,0.00786163522
002037.SZ,20080613,20080620,0.5,1,1,0.004240882103
002037.SZ,20070517,20070523,2.5,0,0,0.013528138528
002037.SZ,20060516,20060522,2.1,0,0,0.034201954397
002037.SZ,20050523,20050530,3.5,0,0,0.064935064935
