fs_code,ann_date,report_date,eps,roe,gross_margin,netprofit_margin,current_ratio,quick_ratio,debt_to_assets
002246.SZ,202510,20250930,0.3431,6.47,10.1066390744,3.9133734486,0,0,35.555151084
002246.SZ,202508,20250630,0.19,3.71,9.2371573142,2.2569004513,0,0,34.269039493
002246.SZ,202504,20250331,0.0537,1.04,6.4102876572,0.6233894412,0,0,33.7751025027
002246.SZ,202504,20241231,-0.05,-0.99,-1.8207950181,-0.7760232572,0,0,34.3441333855
002246.SZ,202410,20240930,-0.0848,-1.64,-3.7236627243,-1.081423293,0,0,32.0219009028
002246.SZ,202408,20240630,0.06,1.2,3.6684392947,0.7329744223,0,0,33.0217429441
002246.SZ,202404,20240331,-0.0203,-0.39,-3.9721739855,-0.2610930665,0,0,31.7150449482
002246.SZ,202404,20231231,0.1,1.94,2.428308472,1.1283825645,0,0,33.0916232051
002246.SZ,202310,20230930,0.0213,0.4,0.65574781,0.2091361629,0,0,33.9333016674
002246.SZ,202308,20230630,0.08,1.49,4.2733401139,0.8917119897,0,0,33.5823262685
002246.SZ,202304,20230331,0.0162,0.31,2.0876220588,0.1743206028,0,0,34.1003374035
002246.SZ,202304,20221231,0.17,3.35,3.4834061657,1.9240967681,0,0,35.7462524559
002246.SZ,202210,20220930,0.1592,3.15,4.4240401919,1.8017984613,0,0,34.7022921089
002246.SZ,202208,20220630,0.12,2.3,4.5958308446,1.3098235002,0,0,34.8147212734
002246.SZ,202204,20220331,0.0288,0.58,2.5161742218,0.3014903481,0,0,34.6777584729
002246.SZ,202204,20211231,0.22,4.55,3.6518391365,2.1989277785,0,0,35.9187000171
002246.SZ,202110,20210930,0.1366,2.82,3.5160392121,1.6074637717,0,0,34.9548889739
002246.SZ,202108,20210630,0.1,1.98,3.7856312131,1.1664147697,0,0,33.8132780972
002246.SZ,202104,20210331,0.0495,1.03,5.052881387,0.6300123474,0,0,33.0131176172
002246.SZ,202104,20201231,0.16,3.55,3.4595481266,2.0080999391,0,0,32.5479170577
002246.SZ,202010,20200930,0.1266,2.74,3.6409687647,1.5434482983,0,0,30.7432620097
002246.SZ,202008,20200630,0.06,1.25,2.5362625378,0.6345433786,0,0,31.6722064962
002246.SZ,202004,20200331,0.0038,0.08,-0.478855976,-0.0434600608,0,0,30.933175742
002246.SZ,202004,20191231,0.25,5.55,5.4763663165,3.5745847588,0,0,30.2741621993
002246.SZ,201910,20190930,0.197,4.41,6.084330571,2.8175261463,0,0,31.2464255135
002246.SZ,201908,20190630,0.13,2.99,6.4276842524,1.9355743697,0,0,28.7038628632
002246.SZ,201904,20190331,0.0109,0.25,1.165297068,0.1334421196,0,0,27.7937459098
002246.SZ,201904,20181231,0.23,5.37,5.2613604741,3.5022095189,0,0,27.317591465
002246.SZ,201810,20180930,0.1367,3.29,4.9382554731,2.151414546,0,0,28.6724377207
002246.SZ,201808,20180630,0.11,2.67,5.9983739137,1.7195524367,0,0,27.6282176504
002246.SZ,201804,20180331,-0.0053,-0.13,-1.5496332658,-0.1434606924,0,0,27.9076113126
002246.SZ,201804,20171231,0.21,5.77,5.0033755228,3.3885581274,0,0,28.3309293032
002246.SZ,201710,20170930,0.1305,3.6,4.739191175,2.1970571361,0,0,33.7016058072
002246.SZ,201708,20170630,0.09,2.76,5.99614988,2.2446097458,0,0,24.7846796995
002246.SZ,201704,20170331,0.027,0.73,3.7350546463,0.602793267,0,0,25.782963623
002246.SZ,201703,20161231,0.27,7.83,6.7038155063,6.452117918,0,0,35.0099020817
002246.SZ,201610,20160930,0.1953,5.76,7.8085059551,6.5427364233,0,0,25.8400073863
002246.SZ,201608,20160630,0.09,3.31,6.626292545,2.4818097648,0,0,25.6331096793
002246.SZ,201604,20160331,0.0217,0.78,3.81806362,0.6048305276,0,0,24.0861771548
002246.SZ,201604,20151231,0.13,5.36,3.9728327365,3.6848972271,0,0,24.686174353
002246.SZ,201510,20150930,0.096,3.5,3.6842003421,2.6623565035,0,0,25.6689260158
002246.SZ,201508,20150630,0.05,1.97,2.8718975244,1.4651655699,0,0,30.2671860343
002246.SZ,201504,20150331,0.0148,0.55,1.8471374606,0.4181398237,0,0,28.0249736757
002246.SZ,201504,20141231,0.18,6.8,3.9553056134,4.8331652157,0,0,29.6963815051
002246.SZ,201410,20140930,0.116,4.51,3.5860659182,3.2266790936,0,0,30.9122464644
002246.SZ,201408,20140630,0.07,2.81,3.5799049255,2.0352522189,0,0,31.7247406453
002246.SZ,201404,20140331,0.03,1.24,3.5741053762,0.8741315193,0,0,33.9514434459
002246.SZ,201403,20131231,0.13,4.92,3.1811253818,3.8997702062,0,0,35.4532224488
002246.SZ,201310,20130930,0.067,2.91,2.7832744709,2.3341418059,0,0,39.3145765026
002246.SZ,201308,20130630,0.05,2.05,3.1543934558,1.8950602322,0,0,21.1246002226
002246.SZ,201304,20130331,0.04,1.09,3.7681503616,1.2002837424,0,0,20.6644859869
002246.SZ,201303,20121231,0.27,6.53,3.726547008,6.6113368962,0,0,42.2237887909
002246.SZ,201210,20120930,0.1501,1.36,2.8714049116,5.8615330396,0,0,21.212966752
002246.SZ,201208,20120630,0.0234,0.79,0.6380965545,0.6777042392,0,0,22.6503150588
002246.SZ,201204,20120331,0.0003,0.01,0.0470943536,0.0199916388,0,0,16.9601126781
002246.SZ,201203,20111231,0.1635,8.59,1.7214398295,4.401195061,0,0,19.5954489366
